tf,target,truth
TCF3,NFE2L1,0
TCF7L1,NFE2L1,0
TFAP2C,NFE2L1,1
VEZF1,NFE2L1,1
ZBTB18,NFE2L1,0
ZBTB20,NFE2L1,0
ZNF148,NFE2L1,1
ZNF219,NFE2L1,0
ZNF281,NFE2L1,1
ZNF441,NFE2L1,0
ARX,NFE2L2,1
ASCL1,NFE2L2,0
ATF7,NFE2L2,1
BHLHE22,NFE2L2,1
CTCF,NFE2L2,0
DEAF1,NFE2L2,1
E2F1,NFE2L2,1
EMX1,NFE2L2,1
FOS,NFE2L2,1
JUN,NFE2L2,1
KAT7,NFE2L2,1
KLF10,NFE2L2,1
KLF11,NFE2L2,0
KLF3,NFE2L2,1
MEF2C,NFE2L2,0
MEIS2,NFE2L2,1
NEUROD2,NFE2L2,0
NEUROD6,NFE2L2,1
NFIA,NFE2L2,1
NFIB,NFE2L2,0
NR2E1,NFE2L2,1
NR4A2,NFE2L2,1
PHF21A,NFE2L2,0
POU2F1,NFE2L2,1
POU3F1,NFE2L2,0
POU3F2,NFE2L2,1
RFX2,NFE2L2,1
SATB2,NFE2L2,1
SOX2,NFE2L2,0
SOX5,NFE2L2,1
SOX6,NFE2L2,1
SOX9,NFE2L2,0
TBR1,NFE2L2,1
TCF12,NFE2L2,1
TCF3,NFE2L2,1
TCF7L1,NFE2L2,1
TFAP2C,NFE2L2,1
VEZF1,NFE2L2,1
ZBTB18,NFE2L2,1
ZBTB20,NFE2L2,1
ZNF148,NFE2L2,1
ZNF219,NFE2L2,1
ZNF281,NFE2L2,0
ZNF441,NFE2L2,0
ARX,NFE2L3,0
ASCL1,NFE2L3,0
ATF7,NFE2L3,0
BHLHE22,NFE2L3,0
CTCF,NFE2L3,0
DEAF1,NFE2L3,0
E2F1,NFE2L3,0
EMX1,NFE2L3,0
FOS,NFE2L3,0
JUN,NFE2L3,0
KAT7,NFE2L3,1
KLF10,NFE2L3,0
KLF11,NFE2L3,0
KLF3,NFE2L3,0
MEF2C,NFE2L3,0
MEIS2,NFE2L3,0
NEUROD2,NFE2L3,0
NEUROD6,NFE2L3,0
NFIA,NFE2L3,0
NFIB,NFE2L3,0
NR2E1,NFE2L3,0
NR4A2,NFE2L3,0
PHF21A,NFE2L3,0
POU2F1,NFE2L3,0
POU3F1,NFE2L3,0
POU3F2,NFE2L3,0
RFX2,NFE2L3,0
SATB2,NFE2L3,1
SOX2,NFE2L3,1
SOX5,NFE2L3,0
SOX6,NFE2L3,0
SOX9,NFE2L3,0
TBR1,NFE2L3,0
TCF12,NFE2L3,0
TCF3,NFE2L3,0
TCF7L1,NFE2L3,0
TFAP2C,NFE2L3,0
VEZF1,NFE2L3,1
ZBTB18,NFE2L3,0
ZBTB20,NFE2L3,0
ZNF148,NFE2L3,1
ZNF219,NFE2L3,1
ZNF281,NFE2L3,0
ZNF441,NFE2L3,0
ARX,NFIA,1
ASCL1,NFIA,0
ATF7,NFIA,0
BHLHE22,NFIA,0
CTCF,NFIA,0
DEAF1,NFIA,1
E2F1,NFIA,0
EMX1,NFIA,0
FOS,NFIA,0
JUN,NFIA,0
KAT7,NFIA,1
KLF10,NFIA,0
KLF11,NFIA,1
KLF3,NFIA,0
MEF2C,NFIA,1
MEIS2,NFIA,0
NEUROD2,NFIA,0
NEUROD6,NFIA,0
NFIA,NFIA,1
NFIB,NFIA,0
NR2E1,NFIA,0
NR4A2,NFIA,0
PHF21A,NFIA,0
POU2F1,NFIA,0
POU3F1,NFIA,0
POU3F2,NFIA,0
RFX2,NFIA,1
SATB2,NFIA,0
SOX2,NFIA,0
SOX5,NFIA,0
SOX6,NFIA,1
SOX9,NFIA,1
TBR1,NFIA,0
TCF12,NFIA,0
TCF3,NFIA,0
TCF7L1,NFIA,0
TFAP2C,NFIA,0
VEZF1,NFIA,0
ZBTB18,NFIA,0
ZBTB20,NFIA,0
ZNF148,NFIA,1
ZNF219,NFIA,1
ZNF281,NFIA,0
ZNF441,NFIA,0
ARX,NFIB,0
ASCL1,NFIB,0
ATF7,NFIB,0
BHLHE22,NFIB,0
CTCF,NFIB,0
DEAF1,NFIB,0
E2F1,NFIB,0
EMX1,NFIB,0
FOS,NFIB,0
JUN,NFIB,0
KAT7,NFIB,0
KLF10,NFIB,0
KLF11,NFIB,0
KLF3,NFIB,0
MEF2C,NFIB,0
MEIS2,NFIB,0
NEUROD2,NFIB,0
NEUROD6,NFIB,0
NFIA,NFIB,0
NFIB,NFIB,1
NR2E1,NFIB,0
NR4A2,NFIB,0
PHF21A,NFIB,0
POU2F1,NFIB,0
POU3F1,NFIB,0
POU3F2,NFIB,0
RFX2,NFIB,0
SATB2,NFIB,0
SOX2,NFIB,0
SOX5,NFIB,0
SOX6,NFIB,0
SOX9,NFIB,0
TBR1,NFIB,0
TCF12,NFIB,0
TCF3,NFIB,0
TCF7L1,NFIB,0
TFAP2C,NFIB,0
VEZF1,NFIB,0
ZBTB18,NFIB,0
ZBTB20,NFIB,0
ZNF148,NFIB,0
ZNF219,NFIB,0
ZNF281,NFIB,0
ZNF441,NFIB,0
ARX,NFIC,1
ASCL1,NFIC,0
ATF7,NFIC,1
BHLHE22,NFIC,0
CTCF,NFIC,1
DEAF1,NFIC,1
E2F1,NFIC,1
EMX1,NFIC,0
FOS,NFIC,0
JUN,NFIC,1
KAT7,NFIC,1
KLF10,NFIC,0
KLF11,NFIC,1
KLF3,NFIC,1
MEF2C,NFIC,1
MEIS2,NFIC,1
NEUROD2,NFIC,0
NEUROD6,NFIC,0
NFIA,NFIC,1
NFIB,NFIC,0
NR2E1,NFIC,1
NR4A2,NFIC,1
PHF21A,NFIC,0
POU2F1,NFIC,1
POU3F1,NFIC,0
POU3F2,NFIC,0
RFX2,NFIC,1
SATB2,NFIC,0
SOX2,NFIC,1
SOX5,NFIC,0
SOX6,NFIC,0
SOX9,NFIC,1
TBR1,NFIC,0
TCF12,NFIC,0
TCF3,NFIC,0
TCF7L1,NFIC,1
TFAP2C,NFIC,1
VEZF1,NFIC,1
ZBTB18,NFIC,1
ZBTB20,NFIC,0
ZNF148,NFIC,1
ZNF219,NFIC,1
ZNF281,NFIC,0
ZNF441,NFIC,0
ARX,NFIX,0
ASCL1,NFIX,0
ATF7,NFIX,0
BHLHE22,NFIX,0
CTCF,NFIX,0
DEAF1,NFIX,0
E2F1,NFIX,0
EMX1,NFIX,0
FOS,NFIX,0
JUN,NFIX,0
KAT7,NFIX,0
KLF10,NFIX,0
KLF11,NFIX,0
KLF3,NFIX,0
MEF2C,NFIX,0
MEIS2,NFIX,0
NEUROD2,NFIX,0
NEUROD6,NFIX,0
NFIA,NFIX,0
NFIB,NFIX,0
NR2E1,NFIX,0
NR4A2,NFIX,0
PHF21A,NFIX,0
POU2F1,NFIX,0
POU3F1,NFIX,0
POU3F2,NFIX,0
RFX2,NFIX,0
SATB2,NFIX,0
SOX2,NFIX,0
SOX5,NFIX,0
SOX6,NFIX,0
SOX9,NFIX,0
TBR1,NFIX,0
TCF12,NFIX,0
TCF3,NFIX,0
TCF7L1,NFIX,0
TFAP2C,NFIX,0
VEZF1,NFIX,0
ZBTB18,NFIX,0
ZBTB20,NFIX,0
ZNF148,NFIX,0
ZNF219,NFIX,0
ZNF281,NFIX,0
ZNF441,NFIX,0
ARX,NFKB1,0
ASCL1,NFKB1,0
ATF7,NFKB1,0
BHLHE22,NFKB1,1
CTCF,NFKB1,0
DEAF1,NFKB1,0
E2F1,NFKB1,0
EMX1,NFKB1,0
FOS,NFKB1,0
JUN,NFKB1,1
KAT7,NFKB1,0
KLF10,NFKB1,1
KLF11,NFKB1,0
KLF3,NFKB1,1
MEF2C,NFKB1,1
MEIS2,NFKB1,0
NEUROD2,NFKB1,1
NEUROD6,NFKB1,1
NFIA,NFKB1,0
NFIB,NFKB1,0
NR2E1,NFKB1,1
NR4A2,NFKB1,0
PHF21A,NFKB1,0
POU2F1,NFKB1,0
POU3F1,NFKB1,0
POU3F2,NFKB1,1
RFX2,NFKB1,1
SATB2,NFKB1,1
SOX2,NFKB1,0
SOX5,NFKB1,0
SOX6,NFKB1,1
SOX9,NFKB1,1
TBR1,NFKB1,0
TCF12,NFKB1,0
TCF3,NFKB1,0
TCF7L1,NFKB1,1
TFAP2C,NFKB1,1
VEZF1,NFKB1,0
ZBTB18,NFKB1,1
ZBTB20,NFKB1,0
ZNF148,NFKB1,0
ZNF219,NFKB1,1
ZNF281,NFKB1,1
ZNF441,NFKB1,0
ARX,NFKB2,0
ASCL1,NFKB2,0
ATF7,NFKB2,0
BHLHE22,NFKB2,0
CTCF,NFKB2,0
DEAF1,NFKB2,0
E2F1,NFKB2,0
EMX1,NFKB2,0
FOS,NFKB2,0
JUN,NFKB2,0
KAT7,NFKB2,0
KLF10,NFKB2,0
KLF11,NFKB2,0
KLF3,NFKB2,0
MEF2C,NFKB2,0
MEIS2,NFKB2,0
NEUROD2,NFKB2,0
NEUROD6,NFKB2,0
NFIA,NFKB2,0
NFIB,NFKB2,0
NR2E1,NFKB2,0
NR4A2,NFKB2,0
PHF21A,NFKB2,0
POU2F1,NFKB2,0
POU3F1,NFKB2,0
POU3F2,NFKB2,0
RFX2,NFKB2,0
SATB2,NFKB2,0
SOX2,NFKB2,0
SOX5,NFKB2,0
SOX6,NFKB2,0
SOX9,NFKB2,0
TBR1,NFKB2,0
TCF12,NFKB2,0
TCF3,NFKB2,0
TCF7L1,NFKB2,0
TFAP2C,NFKB2,0
VEZF1,NFKB2,0
ZBTB18,NFKB2,0
ZBTB20,NFKB2,0
ZNF148,NFKB2,0
ZNF219,NFKB2,0
ZNF281,NFKB2,0
ZNF441,NFKB2,0
ARX,NFYA,1
ASCL1,NFYA,0
ATF7,NFYA,0
BHLHE22,NFYA,0
CTCF,NFYA,0
DEAF1,NFYA,0
E2F1,NFYA,0
EMX1,NFYA,0
FOS,NFYA,0
JUN,NFYA,0
KAT7,NFYA,0
KLF10,NFYA,1
KLF11,NFYA,0
KLF3,NFYA,0
MEF2C,NFYA,0
MEIS2,NFYA,0
NEUROD2,NFYA,0
NEUROD6,NFYA,0
NFIA,NFYA,0
NFIB,NFYA,0
NR2E1,NFYA,1
NR4A2,NFYA,0
PHF21A,NFYA,0
POU2F1,NFYA,0
POU3F1,NFYA,0
POU3F2,NFYA,0
RFX2,NFYA,0
SATB2,NFYA,0
SOX2,NFYA,0
SOX5,NFYA,0
SOX6,NFYA,0
SOX9,NFYA,0
TBR1,NFYA,0
TCF12,NFYA,0
TCF3,NFYA,0
TCF7L1,NFYA,0
TFAP2C,NFYA,0
VEZF1,NFYA,0
ZBTB18,NFYA,0
ZBTB20,NFYA,0
ZNF148,NFYA,0
ZNF219,NFYA,0
ZNF281,NFYA,0
ZNF441,NFYA,0
ARX,NFYB,0
ASCL1,NFYB,0
ATF7,NFYB,0
BHLHE22,NFYB,0
CTCF,NFYB,0
DEAF1,NFYB,0
E2F1,NFYB,0
EMX1,NFYB,0
FOS,NFYB,0
JUN,NFYB,0
KAT7,NFYB,0
KLF10,NFYB,0
KLF11,NFYB,0
KLF3,NFYB,0
MEF2C,NFYB,0
MEIS2,NFYB,0
NEUROD2,NFYB,0
NEUROD6,NFYB,1
NFIA,NFYB,0
NFIB,NFYB,0
NR2E1,NFYB,0
NR4A2,NFYB,0
PHF21A,NFYB,0
POU2F1,NFYB,0
POU3F1,NFYB,0
POU3F2,NFYB,0
RFX2,NFYB,0
SATB2,NFYB,0
SOX2,NFYB,0
SOX5,NFYB,0
SOX6,NFYB,0
SOX9,NFYB,0
TBR1,NFYB,0
TCF12,NFYB,0
TCF3,NFYB,0
TCF7L1,NFYB,0
TFAP2C,NFYB,0
VEZF1,NFYB,0
ZBTB18,NFYB,0
ZBTB20,NFYB,0
ZNF148,NFYB,0
ZNF219,NFYB,0
ZNF281,NFYB,0
ZNF441,NFYB,0
ARX,NFYC,1
ASCL1,NFYC,0
ATF7,NFYC,1
BHLHE22,NFYC,0
CTCF,NFYC,0
DEAF1,NFYC,0
E2F1,NFYC,0
EMX1,NFYC,0
FOS,NFYC,0
JUN,NFYC,1
KAT7,NFYC,0
KLF10,NFYC,0
KLF11,NFYC,1
KLF3,NFYC,0
MEF2C,NFYC,0
MEIS2,NFYC,0
NEUROD2,NFYC,0
NEUROD6,NFYC,0
NFIA,NFYC,0
NFIB,NFYC,0
NR2E1,NFYC,1
NR4A2,NFYC,1
PHF21A,NFYC,0
POU2F1,NFYC,0
POU3F1,NFYC,0
POU3F2,NFYC,0
RFX2,NFYC,1
SATB2,NFYC,0
SOX2,NFYC,1
SOX5,NFYC,0
SOX6,NFYC,0
SOX9,NFYC,1
TBR1,NFYC,0
TCF12,NFYC,0
TCF3,NFYC,0
TCF7L1,NFYC,0
TFAP2C,NFYC,0
VEZF1,NFYC,0
ZBTB18,NFYC,1
ZBTB20,NFYC,0
ZNF148,NFYC,0
ZNF219,NFYC,1
ZNF281,NFYC,0
ZNF441,NFYC,0
ARX,NGF,0
ASCL1,NGF,0
ATF7,NGF,0
BHLHE22,NGF,0
CTCF,NGF,0
DEAF1,NGF,0
E2F1,NGF,0
EMX1,NGF,0
FOS,NGF,0
JUN,NGF,0
KAT7,NGF,0
KLF10,NGF,0
KLF11,NGF,0
KLF3,NGF,0
MEF2C,NGF,0
MEIS2,NGF,0
NEUROD2,NGF,0
NEUROD6,NGF,0
NFIA,NGF,0
NFIB,NGF,0
NR2E1,NGF,0
NR4A2,NGF,0
PHF21A,NGF,0
POU2F1,NGF,0
POU3F1,NGF,0
POU3F2,NGF,0
RFX2,NGF,0
SATB2,NGF,0
SOX2,NGF,0
SOX5,NGF,0
SOX6,NGF,0
SOX9,NGF,0
TBR1,NGF,0
TCF12,NGF,0
TCF3,NGF,0
TCF7L1,NGF,0
TFAP2C,NGF,0
VEZF1,NGF,0
ZBTB18,NGF,0
ZBTB20,NGF,0
ZNF148,NGF,0
ZNF219,NGF,0
ZNF281,NGF,0
ZNF441,NGF,0
ARX,NGFR,0
ASCL1,NGFR,0
ATF7,NGFR,0
BHLHE22,NGFR,0
CTCF,NGFR,0
DEAF1,NGFR,0
E2F1,NGFR,0
EMX1,NGFR,0
FOS,NGFR,0
JUN,NGFR,0
KAT7,NGFR,0
KLF10,NGFR,0
KLF11,NGFR,0
KLF3,NGFR,0
MEF2C,NGFR,0
MEIS2,NGFR,0
NEUROD2,NGFR,0
NEUROD6,NGFR,0
NFIA,NGFR,0
NFIB,NGFR,0
NR2E1,NGFR,0
NR4A2,NGFR,0
PHF21A,NGFR,0
POU2F1,NGFR,0
POU3F1,NGFR,0
POU3F2,NGFR,0
RFX2,NGFR,0
SATB2,NGFR,0
SOX2,NGFR,0
SOX5,NGFR,0
SOX6,NGFR,0
SOX9,NGFR,0
TBR1,NGFR,0
TCF12,NGFR,0
TCF3,NGFR,0
TCF7L1,NGFR,0
TFAP2C,NGFR,0
VEZF1,NGFR,0
ZBTB18,NGFR,0
ZBTB20,NGFR,0
ZNF148,NGFR,0
ZNF219,NGFR,0
ZNF281,NGFR,0
ZNF441,NGFR,0
ARX,NHLH1,1
ASCL1,NHLH1,0
ATF7,NHLH1,0
BHLHE22,NHLH1,0
CTCF,NHLH1,0
DEAF1,NHLH1,0
E2F1,NHLH1,1
EMX1,NHLH1,0
FOS,NHLH1,0
JUN,NHLH1,0
KAT7,NHLH1,0
KLF10,NHLH1,0
KLF11,NHLH1,0
KLF3,NHLH1,0
MEF2C,NHLH1,0
MEIS2,NHLH1,0
NEUROD2,NHLH1,1
NEUROD6,NHLH1,0
NFIA,NHLH1,0
NFIB,NHLH1,0
NR2E1,NHLH1,0
NR4A2,NHLH1,0
PHF21A,NHLH1,1
POU2F1,NHLH1,0
POU3F1,NHLH1,0
POU3F2,NHLH1,1
RFX2,NHLH1,1
SATB2,NHLH1,0
SOX2,NHLH1,0
SOX5,NHLH1,0
SOX6,NHLH1,0
SOX9,NHLH1,0
TBR1,NHLH1,1
TCF12,NHLH1,0
TCF3,NHLH1,0
TCF7L1,NHLH1,1
TFAP2C,NHLH1,0
VEZF1,NHLH1,1
ZBTB18,NHLH1,0
ZBTB20,NHLH1,0
ZNF148,NHLH1,0
ZNF219,NHLH1,0
ZNF281,NHLH1,1
ZNF441,NHLH1,1
ARX,NHLH2,0
ASCL1,NHLH2,0
ATF7,NHLH2,0
BHLHE22,NHLH2,0
CTCF,NHLH2,0
DEAF1,NHLH2,0
E2F1,NHLH2,0
EMX1,NHLH2,0
FOS,NHLH2,0
JUN,NHLH2,0
KAT7,NHLH2,0
KLF10,NHLH2,0
KLF11,NHLH2,0
KLF3,NHLH2,0
MEF2C,NHLH2,0
MEIS2,NHLH2,0
NEUROD2,NHLH2,0
NEUROD6,NHLH2,0
NFIA,NHLH2,0
NFIB,NHLH2,0
NR2E1,NHLH2,0
NR4A2,NHLH2,0
PHF21A,NHLH2,0
POU2F1,NHLH2,0
POU3F1,NHLH2,0
POU3F2,NHLH2,0
RFX2,NHLH2,0
SATB2,NHLH2,0
SOX2,NHLH2,0
SOX5,NHLH2,0
SOX6,NHLH2,0
SOX9,NHLH2,0
TBR1,NHLH2,0
TCF12,NHLH2,0
TCF3,NHLH2,0
TCF7L1,NHLH2,0
TFAP2C,NHLH2,0
VEZF1,NHLH2,0
ZBTB18,NHLH2,0
ZBTB20,NHLH2,0
ZNF148,NHLH2,0
ZNF219,NHLH2,0
ZNF281,NHLH2,0
ZNF441,NHLH2,0
ARX,NID1,1
ASCL1,NID1,0
ATF7,NID1,1
BHLHE22,NID1,1
CTCF,NID1,1
DEAF1,NID1,1
E2F1,NID1,1
EMX1,NID1,1
FOS,NID1,1
JUN,NID1,1
KAT7,NID1,0
KLF10,NID1,1
KLF11,NID1,1
KLF3,NID1,1
MEF2C,NID1,1
MEIS2,NID1,1
NEUROD2,NID1,0
NEUROD6,NID1,0
NFIA,NID1,1
NFIB,NID1,1
NR2E1,NID1,1
NR4A2,NID1,1
PHF21A,NID1,1
POU2F1,NID1,1
POU3F1,NID1,0
POU3F2,NID1,1
RFX2,NID1,1
SATB2,NID1,1
SOX2,NID1,1
SOX5,NID1,1
SOX6,NID1,1
SOX9,NID1,0
TBR1,NID1,1
TCF12,NID1,0
TCF3,NID1,0
TCF7L1,NID1,1
TFAP2C,NID1,1
VEZF1,NID1,1
ZBTB18,NID1,1
ZBTB20,NID1,1
ZNF148,NID1,1
ZNF219,NID1,1
ZNF281,NID1,1
ZNF441,NID1,1
ARX,NID2,0
ASCL1,NID2,0
ATF7,NID2,0
BHLHE22,NID2,0
CTCF,NID2,0
DEAF1,NID2,0
E2F1,NID2,0
EMX1,NID2,0
FOS,NID2,0
JUN,NID2,0
KAT7,NID2,0
KLF10,NID2,0
KLF11,NID2,0
KLF3,NID2,0
MEF2C,NID2,0
MEIS2,NID2,0
NEUROD2,NID2,0
NEUROD6,NID2,0
NFIA,NID2,0
NFIB,NID2,0
NR2E1,NID2,0
NR4A2,NID2,0
PHF21A,NID2,0
POU2F1,NID2,0
POU3F1,NID2,0
POU3F2,NID2,0
RFX2,NID2,0
SATB2,NID2,0
SOX2,NID2,0
SOX5,NID2,0
SOX6,NID2,0
SOX9,NID2,0
TBR1,NID2,0
TCF12,NID2,0
TCF3,NID2,0
TCF7L1,NID2,0
TFAP2C,NID2,0
VEZF1,NID2,0
ZBTB18,NID2,0
ZBTB20,NID2,0
ZNF148,NID2,0
ZNF219,NID2,0
ZNF281,NID2,0
ZNF441,NID2,0
ARX,NIM1K,1
ASCL1,NIM1K,0
ATF7,NIM1K,0
BHLHE22,NIM1K,1
CTCF,NIM1K,1
DEAF1,NIM1K,0
E2F1,NIM1K,1
EMX1,NIM1K,0
FOS,NIM1K,1
JUN,NIM1K,0
KAT7,NIM1K,1
KLF10,NIM1K,1
KLF11,NIM1K,0
KLF3,NIM1K,1
MEF2C,NIM1K,0
MEIS2,NIM1K,0
NEUROD2,NIM1K,0
NEUROD6,NIM1K,0
NFIA,NIM1K,0
NFIB,NIM1K,0
NR2E1,NIM1K,1
NR4A2,NIM1K,1
PHF21A,NIM1K,0
POU2F1,NIM1K,1
POU3F1,NIM1K,0
POU3F2,NIM1K,1
RFX2,NIM1K,1
SATB2,NIM1K,0
SOX2,NIM1K,0
SOX5,NIM1K,1
SOX6,NIM1K,0
SOX9,NIM1K,0
TBR1,NIM1K,0
TCF12,NIM1K,0
TCF3,NIM1K,0
TCF7L1,NIM1K,1
TFAP2C,NIM1K,0
VEZF1,NIM1K,1
ZBTB18,NIM1K,1
ZBTB20,NIM1K,1
ZNF148,NIM1K,1
ZNF219,NIM1K,1
ZNF281,NIM1K,1
ZNF441,NIM1K,0
ARX,NIN,0
ASCL1,NIN,0
ATF7,NIN,0
BHLHE22,NIN,0
CTCF,NIN,0
DEAF1,NIN,1
E2F1,NIN,0
EMX1,NIN,0
FOS,NIN,0
JUN,NIN,1
KAT7,NIN,0
KLF10,NIN,0
KLF11,NIN,1
KLF3,NIN,1
MEF2C,NIN,1
MEIS2,NIN,1
NEUROD2,NIN,1
NEUROD6,NIN,1
NFIA,NIN,1
NFIB,NIN,0
NR2E1,NIN,1
NR4A2,NIN,1
PHF21A,NIN,1
POU2F1,NIN,0
POU3F1,NIN,0
POU3F2,NIN,0
RFX2,NIN,1
SATB2,NIN,1
SOX2,NIN,1
SOX5,NIN,0
SOX6,NIN,1
SOX9,NIN,1
TBR1,NIN,1
TCF12,NIN,1
TCF3,NIN,1
TCF7L1,NIN,1
TFAP2C,NIN,0
VEZF1,NIN,0
ZBTB18,NIN,1
ZBTB20,NIN,1
ZNF148,NIN,1
ZNF219,NIN,1
ZNF281,NIN,1
ZNF441,NIN,1
ARX,NIPAL1,0
ASCL1,NIPAL1,0
ATF7,NIPAL1,0
BHLHE22,NIPAL1,0
CTCF,NIPAL1,0
DEAF1,NIPAL1,0
E2F1,NIPAL1,0
EMX1,NIPAL1,0
FOS,NIPAL1,0
JUN,NIPAL1,0
KAT7,NIPAL1,0
KLF10,NIPAL1,0
KLF11,NIPAL1,0
KLF3,NIPAL1,0
MEF2C,NIPAL1,0
MEIS2,NIPAL1,0
NEUROD2,NIPAL1,0
NEUROD6,NIPAL1,0
NFIA,NIPAL1,0
NFIB,NIPAL1,0
NR2E1,NIPAL1,0
NR4A2,NIPAL1,0
PHF21A,NIPAL1,0
POU2F1,NIPAL1,0
POU3F1,NIPAL1,0
POU3F2,NIPAL1,0
RFX2,NIPAL1,0
SATB2,NIPAL1,0
SOX2,NIPAL1,0
SOX5,NIPAL1,0
SOX6,NIPAL1,0
SOX9,NIPAL1,0
TBR1,NIPAL1,0
TCF12,NIPAL1,0
TCF3,NIPAL1,0
TCF7L1,NIPAL1,0
TFAP2C,NIPAL1,0
VEZF1,NIPAL1,0
ZBTB18,NIPAL1,0
ZBTB20,NIPAL1,0
ZNF148,NIPAL1,0
ZNF219,NIPAL1,0
ZNF281,NIPAL1,0
ZNF441,NIPAL1,0
ARX,NKAIN2,0
ASCL1,NKAIN2,0
ATF7,NKAIN2,0
BHLHE22,NKAIN2,0
CTCF,NKAIN2,1
DEAF1,NKAIN2,0
E2F1,NKAIN2,0
EMX1,NKAIN2,0
FOS,NKAIN2,0
JUN,NKAIN2,0
KAT7,NKAIN2,0
KLF10,NKAIN2,0
KLF11,NKAIN2,0
KLF3,NKAIN2,0
MEF2C,NKAIN2,1
MEIS2,NKAIN2,0
NEUROD2,NKAIN2,0
NEUROD6,NKAIN2,0
NFIA,NKAIN2,0
NFIB,NKAIN2,0
NR2E1,NKAIN2,1
NR4A2,NKAIN2,0
PHF21A,NKAIN2,0
POU2F1,NKAIN2,0
POU3F1,NKAIN2,0
POU3F2,NKAIN2,0
RFX2,NKAIN2,0
SATB2,NKAIN2,0
SOX2,NKAIN2,0
SOX5,NKAIN2,0
SOX6,NKAIN2,0
SOX9,NKAIN2,0
TBR1,NKAIN2,0
TCF12,NKAIN2,0
TCF3,NKAIN2,0
TCF7L1,NKAIN2,0
TFAP2C,NKAIN2,0
VEZF1,NKAIN2,1
ZBTB18,NKAIN2,0
ZBTB20,NKAIN2,1
ZNF148,NKAIN2,0
ZNF219,NKAIN2,0
ZNF281,NKAIN2,0
ZNF441,NKAIN2,0
ARX,NKAIN3,1
ASCL1,NKAIN3,0
ATF7,NKAIN3,0
BHLHE22,NKAIN3,0
CTCF,NKAIN3,0
DEAF1,NKAIN3,0
E2F1,NKAIN3,0
EMX1,NKAIN3,0
FOS,NKAIN3,0
JUN,NKAIN3,0
KAT7,NKAIN3,0
KLF10,NKAIN3,0
KLF11,NKAIN3,0
KLF3,NKAIN3,0
MEF2C,NKAIN3,0
MEIS2,NKAIN3,0
NEUROD2,NKAIN3,0
NEUROD6,NKAIN3,0
NFIA,NKAIN3,0
NFIB,NKAIN3,0
NR2E1,NKAIN3,1
NR4A2,NKAIN3,0
PHF21A,NKAIN3,0
POU2F1,NKAIN3,0
POU3F1,NKAIN3,0
POU3F2,NKAIN3,0
RFX2,NKAIN3,0
SATB2,NKAIN3,0
SOX2,NKAIN3,0
SOX5,NKAIN3,0
SOX6,NKAIN3,0
SOX9,NKAIN3,1
TBR1,NKAIN3,0
TCF12,NKAIN3,0
TCF3,NKAIN3,0
TCF7L1,NKAIN3,0
TFAP2C,NKAIN3,0
VEZF1,NKAIN3,0
ZBTB18,NKAIN3,0
ZBTB20,NKAIN3,0
ZNF148,NKAIN3,1
ZNF219,NKAIN3,1
ZNF281,NKAIN3,0
ZNF441,NKAIN3,0
ARX,NKAIN4,0
ASCL1,NKAIN4,0
ATF7,NKAIN4,0
BHLHE22,NKAIN4,0
CTCF,NKAIN4,0
DEAF1,NKAIN4,0
E2F1,NKAIN4,1
EMX1,NKAIN4,0
FOS,NKAIN4,1
JUN,NKAIN4,0
KAT7,NKAIN4,1
KLF10,NKAIN4,0
KLF11,NKAIN4,0
KLF3,NKAIN4,1
MEF2C,NKAIN4,1
MEIS2,NKAIN4,0
NEUROD2,NKAIN4,1
NEUROD6,NKAIN4,1
NFIA,NKAIN4,0
NFIB,NKAIN4,0
NR2E1,NKAIN4,1
NR4A2,NKAIN4,1
PHF21A,NKAIN4,0
POU2F1,NKAIN4,0
POU3F1,NKAIN4,0
POU3F2,NKAIN4,0
RFX2,NKAIN4,0
SATB2,NKAIN4,0
SOX2,NKAIN4,0
SOX5,NKAIN4,0
SOX6,NKAIN4,0
SOX9,NKAIN4,0
TBR1,NKAIN4,1
TCF12,NKAIN4,0
TCF3,NKAIN4,1
TCF7L1,NKAIN4,0
TFAP2C,NKAIN4,0
VEZF1,NKAIN4,1
ZBTB18,NKAIN4,0
ZBTB20,NKAIN4,1
ZNF148,NKAIN4,0
ZNF219,NKAIN4,0
ZNF281,NKAIN4,0
ZNF441,NKAIN4,1
ARX,NKD1,0
ASCL1,NKD1,0
ATF7,NKD1,0
BHLHE22,NKD1,0
CTCF,NKD1,0
DEAF1,NKD1,0
E2F1,NKD1,0
EMX1,NKD1,0
FOS,NKD1,0
JUN,NKD1,0
KAT7,NKD1,0
KLF10,NKD1,0
KLF11,NKD1,0
KLF3,NKD1,0
MEF2C,NKD1,0
MEIS2,NKD1,0
NEUROD2,NKD1,0
NEUROD6,NKD1,0
NFIA,NKD1,0
NFIB,NKD1,0
NR2E1,NKD1,0
NR4A2,NKD1,0
PHF21A,NKD1,0
POU2F1,NKD1,0
POU3F1,NKD1,0
POU3F2,NKD1,0
RFX2,NKD1,0
SATB2,NKD1,0
SOX2,NKD1,0
SOX5,NKD1,0
SOX6,NKD1,0
SOX9,NKD1,0
TBR1,NKD1,0
TCF12,NKD1,0
TCF3,NKD1,0
TCF7L1,NKD1,0
TFAP2C,NKD1,0
VEZF1,NKD1,0
ZBTB18,NKD1,0
ZBTB20,NKD1,0
ZNF148,NKD1,0
