tf,target
MEIS2,NES
NEUROD2,NES
NEUROD6,NES
NFIA,NES
NFIB,NES
NR2E1,NES
NR4A2,NES
PHF21A,NES
POU2F1,NES
POU3F2,NES
RFX2,NES
SATB2,NES
SOX2,NES
SOX5,NES
SOX6,NES
SOX9,NES
TBR1,NES
TCF12,NES
TCF3,NES
TCF7L1,NES
TFAP2C,NES
VEZF1,NES
ZBTB18,NES
ZBTB20,NES
ZNF148,NES
ZNF219,NES
ZNF281,NES
ZNF441,NES
ARX,NETO2
JUN,NETO2
KLF11,NETO2
MEF2C,NETO2
MEIS2,NETO2
POU2F1,NETO2
POU3F1,NETO2
RFX2,NETO2
TBR1,NETO2
TFAP2C,NETO2
VEZF1,NETO2
ZBTB18,NETO2
ZNF219,NETO2
ZNF281,NETO2
ASCL1,NEU1
ATF7,NEU1
BHLHE22,NEU1
CTCF,NEU1
DEAF1,NEU1
EMX1,NEU1
FOS,NEU1
JUN,NEU1
KAT7,NEU1
KLF10,NEU1
KLF11,NEU1
KLF3,NEU1
MEF2C,NEU1
MEIS2,NEU1
NEUROD6,NEU1
NFIA,NEU1
NFIB,NEU1
NR2E1,NEU1
NR4A2,NEU1
POU2F1,NEU1
POU3F2,NEU1
RFX2,NEU1
SATB2,NEU1
SOX5,NEU1
TBR1,NEU1
TCF3,NEU1
TCF7L1,NEU1
VEZF1,NEU1
ZBTB18,NEU1
ZBTB20,NEU1
ZNF148,NEU1
ZNF219,NEU1
ZNF441,NEU1
ARX,NEUROD1
DEAF1,NEUROD1
E2F1,NEUROD1
FOS,NEUROD1
JUN,NEUROD1
KLF10,NEUROD1
NEUROD2,NEUROD1
NR2E1,NEUROD1
SATB2,NEUROD1
SOX6,NEUROD1
TBR1,NEUROD1
TCF12,NEUROD1
TCF3,NEUROD1
TCF7L1,NEUROD1
ZNF441,NEUROD1
ARX,NEUROD2
ASCL1,NEUROD2
BHLHE22,NEUROD2
CTCF,NEUROD2
DEAF1,NEUROD2
E2F1,NEUROD2
EMX1,NEUROD2
FOS,NEUROD2
JUN,NEUROD2
KAT7,NEUROD2
KLF10,NEUROD2
KLF11,NEUROD2
MEIS2,NEUROD2
NEUROD2,NEUROD2
NFIA,NEUROD2
NFIB,NEUROD2
NR4A2,NEUROD2
POU2F1,NEUROD2
POU3F2,NEUROD2
RFX2,NEUROD2
SOX5,NEUROD2
SOX6,NEUROD2
SOX9,NEUROD2
TCF12,NEUROD2
TCF3,NEUROD2
TCF7L1,NEUROD2
ZBTB18,NEUROD2
ZBTB20,NEUROD2
ZNF148,NEUROD2
ZNF219,NEUROD2
ZNF281,NEUROD2
ZNF441,NEUROD2
JUN,NEUROD4
KLF10,NEUROD4
POU3F2,NEUROD4
ZBTB18,NEUROD4
ARX,NEUROD6
ASCL1,NEUROD6
BHLHE22,NEUROD6
CTCF,NEUROD6
DEAF1,NEUROD6
EMX1,NEUROD6
FOS,NEUROD6
JUN,NEUROD6
KAT7,NEUROD6
KLF10,NEUROD6
MEF2C,NEUROD6
NEUROD6,NEUROD6
NFIA,NEUROD6
NR2E1,NEUROD6
NR4A2,NEUROD6
PHF21A,NEUROD6
POU2F1,NEUROD6
POU3F2,NEUROD6
RFX2,NEUROD6
SOX5,NEUROD6
SOX6,NEUROD6
SOX9,NEUROD6
TBR1,NEUROD6
TCF12,NEUROD6
TCF3,NEUROD6
TCF7L1,NEUROD6
VEZF1,NEUROD6
ZBTB18,NEUROD6
ZBTB20,NEUROD6
ZNF148,NEUROD6
ZNF219,NEUROD6
ZNF281,NEUROD6
ZNF441,NEUROD6
PHF21A,NEUROG1
ZNF219,NEUROG1
ZNF281,NEUROG1
ARX,NEUROG2
ASCL1,NEUROG2
E2F1,NEUROG2
NR2E1,NEUROG2
POU3F1,NEUROG2
POU3F2,NEUROG2
TBR1,NEUROG2
TCF3,NEUROG2
TCF7L1,NEUROG2
ZNF281,NEUROG2
ARX,NFASC
DEAF1,NFAT5
KLF10,NFAT5
KLF11,NFAT5
KLF3,NFAT5
MEIS2,NFAT5
NEUROD6,NFAT5
RFX2,NFAT5
SATB2,NFAT5
VEZF1,NFAT5
ZBTB18,NFAT5
ZBTB20,NFAT5
ZNF148,NFAT5
ZNF219,NFAT5
ARX,NFATC4
ATF7,NFATC4
EMX1,NFATC4
FOS,NFATC4
JUN,NFATC4
KAT7,NFATC4
KLF10,NFATC4
KLF11,NFATC4
NFIA,NFATC4
NFIB,NFATC4
NR2E1,NFATC4
NR4A2,NFATC4
TFAP2C,NFATC4
ZBTB18,NFATC4
ZBTB20,NFATC4
ZNF148,NFATC4
ZNF219,NFATC4
BHLHE22,NFE2L1
CTCF,NFE2L1
KLF10,NFE2L1
KLF11,NFE2L1
KLF3,NFE2L1
MEIS2,NFE2L1
NFIB,NFE2L1
NR2E1,NFE2L1
NR4A2,NFE2L1
POU2F1,NFE2L1
RFX2,NFE2L1
SOX2,NFE2L1
SOX9,NFE2L1
TBR1,NFE2L1
TFAP2C,NFE2L1
VEZF1,NFE2L1
ZNF148,NFE2L1
ZNF281,NFE2L1
ARX,NFE2L2
ATF7,NFE2L2
BHLHE22,NFE2L2
DEAF1,NFE2L2
E2F1,NFE2L2
EMX1,NFE2L2
FOS,NFE2L2
JUN,NFE2L2
KAT7,NFE2L2
KLF10,NFE2L2
KLF3,NFE2L2
MEIS2,NFE2L2
NEUROD6,NFE2L2
NFIA,NFE2L2
NR2E1,NFE2L2
NR4A2,NFE2L2
POU2F1,NFE2L2
POU3F2,NFE2L2
RFX2,NFE2L2
SATB2,NFE2L2
SOX5,NFE2L2
SOX6,NFE2L2
TBR1,NFE2L2
TCF12,NFE2L2
TCF3,NFE2L2
TCF7L1,NFE2L2
TFAP2C,NFE2L2
VEZF1,NFE2L2
ZBTB18,NFE2L2
ZBTB20,NFE2L2
ZNF148,NFE2L2
ZNF219,NFE2L2
KAT7,NFE2L3
SATB2,NFE2L3
SOX2,NFE2L3
VEZF1,NFE2L3
ZNF148,NFE2L3
ZNF219,NFE2L3
ARX,NFIA
DEAF1,NFIA
KAT7,NFIA
KLF11,NFIA
MEF2C,NFIA
NFIA,NFIA
RFX2,NFIA
SOX6,NFIA
SOX9,NFIA
ZNF148,NFIA
ZNF219,NFIA
NFIB,NFIB
ARX,NFIC
ATF7,NFIC
CTCF,NFIC
DEAF1,NFIC
E2F1,NFIC
JUN,NFIC
KAT7,NFIC
KLF11,NFIC
KLF3,NFIC
MEF2C,NFIC
MEIS2,NFIC
NFIA,NFIC
NR2E1,NFIC
NR4A2,NFIC
POU2F1,NFIC
RFX2,NFIC
SOX2,NFIC
SOX9,NFIC
TCF7L1,NFIC
TFAP2C,NFIC
VEZF1,NFIC
ZBTB18,NFIC
ZNF148,NFIC
ZNF219,NFIC
BHLHE22,NFKB1
JUN,NFKB1
KLF10,NFKB1
KLF3,NFKB1
MEF2C,NFKB1
NEUROD2,NFKB1
NEUROD6,NFKB1
NR2E1,NFKB1
POU3F2,NFKB1
RFX2,NFKB1
SATB2,NFKB1
SOX6,NFKB1
SOX9,NFKB1
TCF7L1,NFKB1
TFAP2C,NFKB1
ZBTB18,NFKB1
ZNF219,NFKB1
ZNF281,NFKB1
ARX,NFYA
KLF10,NFYA
NR2E1,NFYA
NEUROD6,NFYB
ARX,NFYC
ATF7,NFYC
JUN,NFYC
KLF11,NFYC
NR2E1,NFYC
NR4A2,NFYC
RFX2,NFYC
SOX2,NFYC
SOX9,NFYC
ZBTB18,NFYC
ZNF219,NFYC
ARX,NHLH1
E2F1,NHLH1
NEUROD2,NHLH1
PHF21A,NHLH1
POU3F2,NHLH1
RFX2,NHLH1
TBR1,NHLH1
TCF7L1,NHLH1
VEZF1,NHLH1
ZNF281,NHLH1
ZNF441,NHLH1
ARX,NID1
ATF7,NID1
BHLHE22,NID1
CTCF,NID1
DEAF1,NID1
E2F1,NID1
EMX1,NID1
FOS,NID1
JUN,NID1
KLF10,NID1
KLF11,NID1
KLF3,NID1
MEF2C,NID1
MEIS2,NID1
NFIA,NID1
NFIB,NID1
NR2E1,NID1
NR4A2,NID1
PHF21A,NID1
POU2F1,NID1
POU3F2,NID1
RFX2,NID1
SATB2,NID1
SOX2,NID1
SOX5,NID1
SOX6,NID1
TBR1,NID1
TCF7L1,NID1
TFAP2C,NID1
VEZF1,NID1
ZBTB18,NID1
ZBTB20,NID1
ZNF148,NID1
ZNF219,NID1
ZNF281,NID1
ZNF441,NID1
ARX,NIM1K
BHLHE22,NIM1K
CTCF,NIM1K
E2F1,NIM1K
FOS,NIM1K
KAT7,NIM1K
KLF10,NIM1K
KLF3,NIM1K
NR2E1,NIM1K
NR4A2,NIM1K
POU2F1,NIM1K
POU3F2,NIM1K
RFX2,NIM1K
SOX5,NIM1K
TCF7L1,NIM1K
VEZF1,NIM1K
ZBTB18,NIM1K
ZBTB20,NIM1K
ZNF148,NIM1K
ZNF219,NIM1K
ZNF281,NIM1K
DEAF1,NIN
JUN,NIN
KLF11,NIN
KLF3,NIN
MEF2C,NIN
MEIS2,NIN
NEUROD2,NIN
NEUROD6,NIN
NFIA,NIN
NR2E1,NIN
NR4A2,NIN
PHF21A,NIN
RFX2,NIN
SATB2,NIN
SOX2,NIN
SOX6,NIN
SOX9,NIN
TBR1,NIN
TCF12,NIN
TCF3,NIN
TCF7L1,NIN
ZBTB18,NIN
ZBTB20,NIN
ZNF148,NIN
ZNF219,NIN
ZNF281,NIN
ZNF441,NIN
CTCF,NKAIN2
MEF2C,NKAIN2
NR2E1,NKAIN2
VEZF1,NKAIN2
ZBTB20,NKAIN2
ARX,NKAIN3
NR2E1,NKAIN3
SOX9,NKAIN3
ZNF148,NKAIN3
ZNF219,NKAIN3
E2F1,NKAIN4
FOS,NKAIN4
KAT7,NKAIN4
KLF3,NKAIN4
MEF2C,NKAIN4
NEUROD2,NKAIN4
NEUROD6,NKAIN4
NR2E1,NKAIN4
NR4A2,NKAIN4
TBR1,NKAIN4
TCF3,NKAIN4
VEZF1,NKAIN4
ZBTB20,NKAIN4
ZNF441,NKAIN4
ASCL1,NKX2-1
BHLHE22,NKX2-2
TCF7L1,NKX2-2
ZBTB18,NKX2-2
ARX,NLGN4X
CTCF,NLGN4X
DEAF1,NLGN4X
E2F1,NLGN4X
EMX1,NLGN4X
JUN,NLGN4X
KAT7,NLGN4X
KLF10,NLGN4X
KLF11,NLGN4X
KLF3,NLGN4X
MEF2C,NLGN4X
MEIS2,NLGN4X
NEUROD2,NLGN4X
NEUROD6,NLGN4X
NFIB,NLGN4X
NR2E1,NLGN4X
NR4A2,NLGN4X
PHF21A,NLGN4X
POU3F2,NLGN4X
RFX2,NLGN4X
SOX2,NLGN4X
SOX6,NLGN4X
SOX9,NLGN4X
TCF3,NLGN4X
TCF7L1,NLGN4X
VEZF1,NLGN4X
ZBTB18,NLGN4X
ZBTB20,NLGN4X
ZNF148,NLGN4X
ZNF219,NLGN4X
ZNF441,NLGN4X
ARX,NME1
ASCL1,NME1
ATF7,NME1
BHLHE22,NME1
CTCF,NME1
DEAF1,NME1
E2F1,NME1
EMX1,NME1
FOS,NME1
JUN,NME1
KAT7,NME1
KLF10,NME1
KLF11,NME1
KLF3,NME1
MEF2C,NME1
NEUROD2,NME1
NFIA,NME1
NFIB,NME1
NR2E1,NME1
NR4A2,NME1
PHF21A,NME1
POU2F1,NME1
POU3F2,NME1
RFX2,NME1
SATB2,NME1
SOX2,NME1
SOX5,NME1
SOX6,NME1
SOX9,NME1
TBR1,NME1
TCF7L1,NME1
TFAP2C,NME1
VEZF1,NME1
ZBTB18,NME1
ZBTB20,NME1
ZNF148,NME1
ZNF219,NME1
ZNF281,NME1
ZNF441,NME1
ASCL1,NNAT
E2F1,NNAT
KAT7,NNAT
KLF10,NNAT
NEUROD2,NNAT
NFIA,NNAT
PHF21A,NNAT
POU3F2,NNAT
SOX5,NNAT
TCF12,NNAT
ZNF219,NNAT
ZNF281,NNAT
ZNF441,NNAT
ARX,NODAL
ARX,NONO
KLF3,NONO
NR2E1,NONO
RFX2,NONO
SOX2,NONO
ZNF148,NONO
ZNF219,NONO
ARX,NOP56
ATF7,NOP56
E2F1,NOP56
MEIS2,NOP56
NR2E1,NOP56
RFX2,NOP56
ZNF219,NOP56
BHLHE22,NORAD
DEAF1,NORAD
KLF10,NORAD
KLF11,NORAD
KLF3,NORAD
MEF2C,NORAD
NEUROD6,NORAD
NFIB,NORAD
NR2E1,NORAD
NR4A2,NORAD
POU2F1,NORAD
RFX2,NORAD
SOX2,NORAD
SOX6,NORAD
SOX9,NORAD
TBR1,NORAD
TCF7L1,NORAD
TFAP2C,NORAD
VEZF1,NORAD
ZBTB18,NORAD
ZBTB20,NORAD
ZNF148,NORAD
ZNF219,NORAD
ZNF281,NORAD
ARX,NOTCH1
ATF7,NOTCH1
BHLHE22,NOTCH1
CTCF,NOTCH1
DEAF1,NOTCH1
E2F1,NOTCH1
EMX1,NOTCH1
JUN,NOTCH1
KAT7,NOTCH1
KLF10,NOTCH1
KLF11,NOTCH1
KLF3,NOTCH1
MEF2C,NOTCH1
MEIS2,NOTCH1
NEUROD2,NOTCH1
NFIA,NOTCH1
NFIB,NOTCH1
NR2E1,NOTCH1
NR4A2,NOTCH1
POU2F1,NOTCH1
POU3F2,NOTCH1
RFX2,NOTCH1
SATB2,NOTCH1
SOX2,NOTCH1
SOX6,NOTCH1
SOX9,NOTCH1
TBR1,NOTCH1
TCF3,NOTCH1
TCF7L1,NOTCH1
VEZF1,NOTCH1
ZBTB18,NOTCH1
ZBTB20,NOTCH1
ZNF148,NOTCH1
ZNF219,NOTCH1
ZNF281,NOTCH1
ARX,NOTCH2
ASCL1,NOTCH2
ATF7,NOTCH2
BHLHE22,NOTCH2
CTCF,NOTCH2
DEAF1,NOTCH2
E2F1,NOTCH2
EMX1,NOTCH2
FOS,NOTCH2
JUN,NOTCH2
KAT7,NOTCH2
KLF10,NOTCH2
KLF11,NOTCH2
KLF3,NOTCH2
MEF2C,NOTCH2
MEIS2,NOTCH2
NEUROD2,NOTCH2
NEUROD6,NOTCH2
NFIA,NOTCH2
NFIB,NOTCH2
NR2E1,NOTCH2
NR4A2,NOTCH2
POU2F1,NOTCH2
POU3F1,NOTCH2
POU3F2,NOTCH2
RFX2,NOTCH2
SATB2,NOTCH2
SOX2,NOTCH2
SOX5,NOTCH2
SOX6,NOTCH2
SOX9,NOTCH2
TBR1,NOTCH2
TCF7L1,NOTCH2
TFAP2C,NOTCH2
VEZF1,NOTCH2
ZBTB18,NOTCH2
ZBTB20,NOTCH2
ZNF148,NOTCH2
ZNF219,NOTCH2
ZNF281,NOTCH2
ZNF441,NOTCH2
ARX,NOTCH3
ASCL1,NOTCH3
ATF7,NOTCH3
BHLHE22,NOTCH3
CTCF,NOTCH3
DEAF1,NOTCH3
E2F1,NOTCH3
EMX1,NOTCH3
FOS,NOTCH3
JUN,NOTCH3
KAT7,NOTCH3
KLF10,NOTCH3
KLF11,NOTCH3
KLF3,NOTCH3
MEF2C,NOTCH3
MEIS2,NOTCH3
NEUROD2,NOTCH3
NEUROD6,NOTCH3
NFIA,NOTCH3
NFIB,NOTCH3
NR2E1,NOTCH3
NR4A2,NOTCH3
PHF21A,NOTCH3
POU2F1,NOTCH3
POU3F1,NOTCH3
POU3F2,NOTCH3
RFX2,NOTCH3
SATB2,NOTCH3
SOX2,NOTCH3
SOX5,NOTCH3
SOX6,NOTCH3
SOX9,NOTCH3
TBR1,NOTCH3
TCF3,NOTCH3
TCF7L1,NOTCH3
TFAP2C,NOTCH3
VEZF1,NOTCH3
ZBTB18,NOTCH3
ZBTB20,NOTCH3
ZNF148,NOTCH3
ZNF219,NOTCH3
ZNF281,NOTCH3
ZNF441,NOTCH3
KLF10,NPAS1
NEUROD6,NPAS1
BHLHE22,NPAS2
E2F1,NPAS2
KLF10,NPAS2
MEF2C,NPAS2
MEIS2,NPAS2
NFIB,NPAS2
NR4A2,NPAS2
SOX5,NPAS2
SOX6,NPAS2
TFAP2C,NPAS2
VEZF1,NPAS2
ZBTB18,NPAS2
ZBTB20,NPAS2
ZNF441,NPAS2
ARX,NPAS3
ASCL1,NPAS3
ATF7,NPAS3
BHLHE22,NPAS3
CTCF,NPAS3
DEAF1,NPAS3
E2F1,NPAS3
EMX1,NPAS3
FOS,NPAS3
JUN,NPAS3
KAT7,NPAS3
KLF10,NPAS3
KLF11,NPAS3
KLF3,NPAS3
MEF2C,NPAS3
MEIS2,NPAS3
NEUROD2,NPAS3
NEUROD6,NPAS3
NFIA,NPAS3
NFIB,NPAS3
NR2E1,NPAS3
NR4A2,NPAS3
PHF21A,NPAS3
POU2F1,NPAS3
POU3F1,NPAS3
POU3F2,NPAS3
RFX2,NPAS3
SATB2,NPAS3
SOX2,NPAS3
SOX5,NPAS3
SOX6,NPAS3
SOX9,NPAS3
TBR1,NPAS3
TCF12,NPAS3
TCF3,NPAS3
TCF7L1,NPAS3
TFAP2C,NPAS3
VEZF1,NPAS3
ZBTB18,NPAS3
ZBTB20,NPAS3
ZNF148,NPAS3
ZNF219,NPAS3
ZNF281,NPAS3
ZNF441,NPAS3
ARX,NPM3
ASCL1,NPM3
ATF7,NPM3
BHLHE22,NPM3
CTCF,NPM3
DEAF1,NPM3
E2F1,NPM3
EMX1,NPM3
FOS,NPM3
JUN,NPM3
KAT7,NPM3
KLF10,NPM3
KLF11,NPM3
KLF3,NPM3
MEF2C,NPM3
MEIS2,NPM3
NEUROD2,NPM3
NFIA,NPM3
NFIB,NPM3
NR2E1,NPM3
NR4A2,NPM3
POU2F1,NPM3
POU3F1,NPM3
POU3F2,NPM3
RFX2,NPM3
SATB2,NPM3
SOX2,NPM3
SOX5,NPM3
SOX6,NPM3
SOX9,NPM3
TBR1,NPM3
TCF12,NPM3
TCF3,NPM3
TCF7L1,NPM3
TFAP2C,NPM3
VEZF1,NPM3
ZBTB18,NPM3
ZBTB20,NPM3
ZNF219,NPM3
ZNF441,NPM3
ATF7,NPPA
ZNF219,NPPA
ATF7,NPR3
ARX,NPTX1
ASCL1,NPTX1
E2F1,NPTX1
SATB2,NPTX1
SOX9,NPTX1
ZNF148,NPTX1
ZNF219,NPTX1
ZNF441,NPTX1
ARX,NPY
ATF7,NPY
CTCF,NPY
E2F1,NPY
NR2E1,NPY
RFX2,NPY
SOX9,NPY
ZNF148,NPY
ZNF219,NPY
ARX,NQO1
ASCL1,NQO1
ATF7,NQO1
BHLHE22,NQO1
CTCF,NQO1
DEAF1,NQO1
E2F1,NQO1
EMX1,NQO1
FOS,NQO1
JUN,NQO1
KAT7,NQO1
KLF10,NQO1
KLF11,NQO1
KLF3,NQO1
MEF2C,NQO1
MEIS2,NQO1
NEUROD2,NQO1
NEUROD6,NQO1
NFIA,NQO1
NFIB,NQO1
NR2E1,NQO1
NR4A2,NQO1
POU2F1,NQO1
POU3F2,NQO1
RFX2,NQO1
SATB2,NQO1
SOX2,NQO1
SOX5,NQO1
SOX6,NQO1
SOX9,NQO1
TBR1,NQO1
TCF3,NQO1
TCF7L1,NQO1
TFAP2C,NQO1
VEZF1,NQO1
ZBTB18,NQO1
ZBTB20,NQO1
ZNF148,NQO1
ZNF219,NQO1
ZNF281,NQO1
ZNF441,NQO1
ARX,NQO2
BHLHE22,NQO2
DEAF1,NQO2
KLF10,NQO2
KLF11,NQO2
NR2E1,NQO2
POU2F1,NQO2
POU3F2,NQO2
SOX2,NQO2
SOX9,NQO2
TBR1,NQO2
ZBTB20,NQO2
ZNF219,NQO2
ZNF281,NQO2
ZNF441,NQO2
ARX,NR2E1
ATF7,NR2E1
BHLHE22,NR2E1
E2F1,NR2E1
EMX1,NR2E1
JUN,NR2E1
KLF10,NR2E1
KLF11,NR2E1
KLF3,NR2E1
MEIS2,NR2E1
NEUROD6,NR2E1
NFIA,NR2E1
NFIB,NR2E1
NR2E1,NR2E1
NR4A2,NR2E1
POU2F1,NR2E1
POU3F2,NR2E1
SATB2,NR2E1
TBR1,NR2E1
TCF7L1,NR2E1
VEZF1,NR2E1
ZBTB18,NR2E1
ZNF148,NR2E1
ZNF219,NR2E1
ZNF441,NR2E1
NR2E1,NR2F1
VEZF1,NR2F1
ZNF148,NR2F1
ZNF219,NR2F1
CTCF,NR2F2
ARX,NR3C1
ATF7,NR3C1
CTCF,NR3C1
E2F1,NR3C1
MEF2C,NR3C1
MEIS2,NR3C1
NFIA,NR3C1
NFIB,NR3C1
NR2E1,NR3C1
POU2F1,NR3C1
POU3F2,NR3C1
RFX2,NR3C1
SOX2,NR3C1
SOX5,NR3C1
SOX6,NR3C1
SOX9,NR3C1
TBR1,NR3C1
TCF7L1,NR3C1
TFAP2C,NR3C1
ZBTB18,NR3C1
DEAF1,NR4A1
KLF11,NR4A1
BHLHE22,NR4A2
NR4A2,NR4A2
PHF21A,NR4A2
ZNF441,NR4A2
DEAF1,NR4A3
ARX,NR6A1
EMX1,NR6A1
KAT7,NR6A1
KLF10,NR6A1
KLF11,NR6A1
NEUROD6,NR6A1
NFIA,NR6A1
NR2E1,NR6A1
NR4A2,NR6A1
SATB2,NR6A1
SOX9,NR6A1
TCF7L1,NR6A1
VEZF1,NR6A1
ZBTB20,NR6A1
ZNF148,NR6A1
ARX,NRARP
CTCF,NRARP
NR2E1,NRARP
SATB2,NRARP
SOX9,NRARP
TBR1,NRARP
ZNF219,NRARP
ARX,NRF1
JUN,NRF1
KLF11,NRF1
KLF3,NRF1
MEF2C,NRF1
MEIS2,NRF1
NEUROD6,NRF1
NR2E1,NRF1
NR4A2,NRF1
POU3F1,NRF1
RFX2,NRF1
SOX2,NRF1
SOX9,NRF1
ZNF148,NRF1
ZNF219,NRF1
ZNF281,NRF1
ARX,NRG1
ASCL1,NRG1
ATF7,NRG1
BHLHE22,NRG1
CTCF,NRG1
DEAF1,NRG1
E2F1,NRG1
EMX1,NRG1
FOS,NRG1
JUN,NRG1
KAT7,NRG1
KLF10,NRG1
KLF11,NRG1
KLF3,NRG1
MEF2C,NRG1
MEIS2,NRG1
NEUROD2,NRG1
NEUROD6,NRG1
NFIA,NRG1
NFIB,NRG1
NR2E1,NRG1
NR4A2,NRG1
POU2F1,NRG1
POU3F1,NRG1
POU3F2,NRG1
RFX2,NRG1
SATB2,NRG1
SOX2,NRG1
SOX5,NRG1
SOX6,NRG1
SOX9,NRG1
TBR1,NRG1
TCF3,NRG1
TCF7L1,NRG1
TFAP2C,NRG1
VEZF1,NRG1
ZBTB18,NRG1
ZBTB20,NRG1
ZNF148,NRG1
ZNF219,NRG1
ZNF281,NRG1
ZNF441,NRG1
ASCL1,NRG2
BHLHE22,NRG2
CTCF,NRG2
DEAF1,NRG2
EMX1,NRG2
FOS,NRG2
JUN,NRG2
KAT7,NRG2
KLF10,NRG2
KLF3,NRG2
MEF2C,NRG2
MEIS2,NRG2
NEUROD2,NRG2
NEUROD6,NRG2
NFIA,NRG2
NFIB,NRG2
NR4A2,NRG2
PHF21A,NRG2
POU2F1,NRG2
POU3F2,NRG2
RFX2,NRG2
SATB2,NRG2
SOX5,NRG2
SOX6,NRG2
TBR1,NRG2
TCF7L1,NRG2
TFAP2C,NRG2
VEZF1,NRG2
ZBTB18,NRG2
ZBTB20,NRG2
ZNF148,NRG2
ZNF219,NRG2
ZNF281,NRG2
ZNF441,NRG2
ASCL1,NRGN
CTCF,NRGN
E2F1,NRGN
KAT7,NRGN
KLF10,NRGN
MEIS2,NRGN
NEUROD6,NRGN
NFIA,NRGN
NR2E1,NRGN
POU3F1,NRGN
SOX5,NRGN
SOX6,NRGN
TCF3,NRGN
TFAP2C,NRGN
VEZF1,NRGN
ZBTB18,NRGN
ZBTB20,NRGN
ZNF219,NRGN
ZNF281,NRGN
ZNF441,NRGN
JUN,NRIP1
KLF11,NRIP1
MEF2C,NRIP1
POU3F2,NRIP1
SOX6,NRIP1
SOX9,NRIP1
TBR1,NRIP1
TCF12,NRIP1
PHF21A,NRIP3
SOX6,NRIP3
ARX,NRN1
DEAF1,NRN1
JUN,NRN1
NEUROD2,NRN1
NFIB,NRN1
NR2E1,NRN1
NR4A2,NRN1
PHF21A,NRN1
SOX5,NRN1
TBR1,NRN1
ZBTB18,NRN1
ZNF219,NRN1
ZNF441,NRN1
ARX,NRP1
DEAF1,NRP1
JUN,NRP1
RFX2,NRP1
SOX2,NRP1
SOX6,NRP1
ZNF148,NRP1
ARX,NRP2
ASCL1,NRP2
ATF7,NRP2
BHLHE22,NRP2
CTCF,NRP2
DEAF1,NRP2
E2F1,NRP2
EMX1,NRP2
FOS,NRP2
JUN,NRP2
KAT7,NRP2
KLF10,NRP2
KLF11,NRP2
KLF3,NRP2
MEF2C,NRP2
MEIS2,NRP2
NEUROD2,NRP2
NEUROD6,NRP2
NFIA,NRP2
NFIB,NRP2
NR4A2,NRP2
PHF21A,NRP2
POU2F1,NRP2
POU3F1,NRP2
POU3F2,NRP2
RFX2,NRP2
SATB2,NRP2
SOX2,NRP2
SOX5,NRP2
SOX6,NRP2
SOX9,NRP2
TBR1,NRP2
TCF12,NRP2
TCF3,NRP2
TCF7L1,NRP2
TFAP2C,NRP2
VEZF1,NRP2
ZBTB18,NRP2
ZBTB20,NRP2
ZNF148,NRP2
ZNF219,NRP2
ZNF281,NRP2
ZNF441,NRP2
VEZF1,NRXN1
ARX,NRXN3
NR2E1,NRXN3
SOX2,NRXN3
SOX6,NRXN3
SOX9,NRXN3
TCF12,NRXN3
TCF3,NRXN3
ZNF281,NRXN3
ARX,NSG1
ASCL1,NSG1
ATF7,NSG1
BHLHE22,NSG1
DEAF1,NSG1
E2F1,NSG1
EMX1,NSG1
FOS,NSG1
KAT7,NSG1
KLF10,NSG1
KLF11,NSG1
KLF3,NSG1
NEUROD2,NSG1
NFIA,NSG1
NR2E1,NSG1
POU2F1,NSG1
POU3F1,NSG1
RFX2,NSG1
SATB2,NSG1
SOX5,NSG1
SOX9,NSG1
TBR1,NSG1
TCF12,NSG1
VEZF1,NSG1
ZBTB18,NSG1
ZNF148,NSG1
ARX,NTM
BHLHE22,NTM
JUN,NTM
NEUROD2,NTM
NR2E1,NTM
SOX2,NTM
SOX5,NTM
VEZF1,NTM
ZNF219,NTM
ARX,NTRK2
NFIB,NTRK2
NR4A2,NTRK2
SOX5,NTRK2
VEZF1,NTRK2
ZBTB18,NTRK2
ZNF148,NTRK2
ZNF219,NTRK2
ARX,NTRK3
ASCL1,NTRK3
E2F1,NTRK3
EMX1,NTRK3
FOS,NTRK3
JUN,NTRK3
KLF10,NTRK3
KLF11,NTRK3
KLF3,NTRK3
MEF2C,NTRK3
NEUROD2,NTRK3
NEUROD6,NTRK3
NFIA,NTRK3
NFIB,NTRK3
NR2E1,NTRK3
NR4A2,NTRK3
PHF21A,NTRK3
POU2F1,NTRK3
POU3F2,NTRK3
RFX2,NTRK3
SATB2,NTRK3
SOX2,NTRK3
SOX5,NTRK3
SOX6,NTRK3
TBR1,NTRK3
TCF12,NTRK3
TCF3,NTRK3
TCF7L1,NTRK3
TFAP2C,NTRK3
VEZF1,NTRK3
ZBTB18,NTRK3
ZBTB20,NTRK3
ZNF219,NTRK3
ZNF281,NTRK3
ZNF441,NTRK3
FOS,NTS
NR2E1,NTS
SOX2,NTS
TFAP2C,NTS
KAT7,NTSR1
TCF12,NTSR1
E2F1,NUAK1
KLF3,NUAK1
NFIB,NUAK1
NR4A2,NUAK1
POU2F1,NUAK1
RFX2,NUAK1
ZNF148,NUAK1
ZNF281,NUAK1
ARX,NUCKS1
ATF7,NUCKS1
DEAF1,NUCKS1
E2F1,NUCKS1
JUN,NUCKS1
KLF11,NUCKS1
KLF3,NUCKS1
MEF2C,NUCKS1
MEIS2,NUCKS1
NEUROD2,NUCKS1
NFIA,NUCKS1
NFIB,NUCKS1
NR2E1,NUCKS1
NR4A2,NUCKS1
