tf,target
TCF7L1,MGST3
TFAP2C,MGST3
VEZF1,MGST3
ZBTB18,MGST3
ZBTB20,MGST3
ZNF148,MGST3
ZNF219,MGST3
ZNF281,MGST3
ZNF441,MGST3
NFIB,MIAT
SOX2,MIAT
ARX,MID1
ATF7,MID1
BHLHE22,MID1
DEAF1,MID1
E2F1,MID1
EMX1,MID1
JUN,MID1
KLF10,MID1
KLF11,MID1
MEF2C,MID1
NEUROD6,MID1
NFIA,MID1
NR2E1,MID1
RFX2,MID1
SATB2,MID1
SOX5,MID1
TBR1,MID1
TCF3,MID1
TCF7L1,MID1
VEZF1,MID1
ZBTB18,MID1
ZBTB20,MID1
ZNF148,MID1
ZNF219,MID1
ZNF281,MID1
ARX,MID1IP1
ATF7,MID1IP1
CTCF,MID1IP1
E2F1,MID1IP1
FOS,MID1IP1
JUN,MID1IP1
KAT7,MID1IP1
KLF10,MID1IP1
KLF3,MID1IP1
MEIS2,MID1IP1
NEUROD2,MID1IP1
NEUROD6,MID1IP1
NFIB,MID1IP1
NR2E1,MID1IP1
NR4A2,MID1IP1
POU2F1,MID1IP1
RFX2,MID1IP1
SOX5,MID1IP1
SOX6,MID1IP1
SOX9,MID1IP1
TBR1,MID1IP1
TCF7L1,MID1IP1
VEZF1,MID1IP1
ZBTB18,MID1IP1
ZBTB20,MID1IP1
ZNF148,MID1IP1
ZNF219,MID1IP1
ARX,MIR4435-2HG
ASCL1,MIR4435-2HG
ATF7,MIR4435-2HG
BHLHE22,MIR4435-2HG
CTCF,MIR4435-2HG
DEAF1,MIR4435-2HG
E2F1,MIR4435-2HG
EMX1,MIR4435-2HG
FOS,MIR4435-2HG
JUN,MIR4435-2HG
KAT7,MIR4435-2HG
KLF10,MIR4435-2HG
KLF11,MIR4435-2HG
KLF3,MIR4435-2HG
MEF2C,MIR4435-2HG
MEIS2,MIR4435-2HG
NEUROD6,MIR4435-2HG
NFIA,MIR4435-2HG
NFIB,MIR4435-2HG
NR2E1,MIR4435-2HG
NR4A2,MIR4435-2HG
POU2F1,MIR4435-2HG
POU3F2,MIR4435-2HG
RFX2,MIR4435-2HG
SATB2,MIR4435-2HG
SOX2,MIR4435-2HG
SOX5,MIR4435-2HG
SOX6,MIR4435-2HG
TBR1,MIR4435-2HG
TCF3,MIR4435-2HG
TCF7L1,MIR4435-2HG
TFAP2C,MIR4435-2HG
VEZF1,MIR4435-2HG
ZBTB18,MIR4435-2HG
ZBTB20,MIR4435-2HG
ZNF148,MIR4435-2HG
ZNF219,MIR4435-2HG
ZNF281,MIR4435-2HG
ZNF441,MIR4435-2HG
NR2E1,MIR7-3HG
POU3F1,MIR7-3HG
ARX,MIS18BP1
E2F1,MIS18BP1
KLF11,MIS18BP1
MEF2C,MIS18BP1
MEIS2,MIS18BP1
NEUROD2,MIS18BP1
NR2E1,MIS18BP1
SOX2,MIS18BP1
SOX9,MIS18BP1
TCF7L1,MIS18BP1
ZNF148,MIS18BP1
ZNF219,MIS18BP1
E2F1,MITF
MEF2C,MITF
NR2E1,MITF
NR4A2,MITF
RFX2,MITF
TBR1,MITF
TCF3,MITF
TCF7L1,MITF
ZNF148,MITF
ARX,MKI67
E2F1,MKI67
KLF11,MKI67
MEF2C,MKI67
MEIS2,MKI67
NEUROD2,MKI67
NFIA,MKI67
NFIB,MKI67
NR2E1,MKI67
POU2F1,MKI67
RFX2,MKI67
SOX2,MKI67
SOX9,MKI67
TBR1,MKI67
TCF7L1,MKI67
TFAP2C,MKI67
VEZF1,MKI67
ZBTB20,MKI67
ZNF148,MKI67
ZNF219,MKI67
ZNF281,MKI67
ARX,MLLT10
CTCF,MLLT10
JUN,MLLT10
KLF11,MLLT10
MEF2C,MLLT10
MEIS2,MLLT10
NFIB,MLLT10
NR2E1,MLLT10
NR4A2,MLLT10
POU3F1,MLLT10
SOX9,MLLT10
TCF7L1,MLLT10
ZBTB20,MLLT10
ZNF148,MLLT10
ZNF219,MLLT10
ARX,MLLT11
E2F1,MLLT11
KLF10,MLLT11
ZNF148,MLLT11
BHLHE22,MLLT3
ASCL1,MLXIP
CTCF,MLXIP
DEAF1,MLXIP
MEF2C,MLXIP
NEUROD6,MLXIP
NFIA,MLXIP
NR4A2,MLXIP
SOX6,MLXIP
SOX9,MLXIP
TCF3,MLXIP
ZNF441,MLXIP
DEAF1,MMP14
JUN,MMP14
KLF10,MMP14
KLF11,MMP14
KLF3,MMP14
MEF2C,MMP14
MEIS2,MMP14
NEUROD6,MMP14
NFIB,MMP14
POU2F1,MMP14
POU3F2,MMP14
SATB2,MMP14
TCF7L1,MMP14
TFAP2C,MMP14
ZNF148,MMP14
ZNF219,MMP14
ZNF281,MMP14
ARX,MMP2
BHLHE22,MMP2
DEAF1,MMP2
EMX1,MMP2
FOS,MMP2
JUN,MMP2
KLF3,MMP2
MEF2C,MMP2
NEUROD2,MMP2
NFIA,MMP2
NFIB,MMP2
NR4A2,MMP2
POU2F1,MMP2
RFX2,MMP2
SOX6,MMP2
SOX9,MMP2
TBR1,MMP2
TCF3,MMP2
TCF7L1,MMP2
ZBTB20,MMP2
ZNF148,MMP2
ZNF281,MMP2
ZNF441,MMP2
ARX,MMS22L
ATF7,MMS22L
BHLHE22,MMS22L
DEAF1,MMS22L
E2F1,MMS22L
JUN,MMS22L
KAT7,MMS22L
KLF10,MMS22L
KLF11,MMS22L
KLF3,MMS22L
MEF2C,MMS22L
MEIS2,MMS22L
NEUROD2,MMS22L
NEUROD6,MMS22L
NFIA,MMS22L
NFIB,MMS22L
NR2E1,MMS22L
NR4A2,MMS22L
POU2F1,MMS22L
POU3F1,MMS22L
RFX2,MMS22L
SATB2,MMS22L
SOX2,MMS22L
SOX5,MMS22L
SOX9,MMS22L
TBR1,MMS22L
TCF12,MMS22L
TCF3,MMS22L
TCF7L1,MMS22L
TFAP2C,MMS22L
VEZF1,MMS22L
ZBTB18,MMS22L
ZBTB20,MMS22L
ZNF148,MMS22L
ZNF219,MMS22L
ZNF441,MMS22L
ARX,MND1
ATF7,MND1
DEAF1,MND1
E2F1,MND1
KLF11,MND1
MEF2C,MND1
NR2E1,MND1
RFX2,MND1
SOX2,MND1
SOX9,MND1
ATF7,MOXD1
BHLHE22,MOXD1
CTCF,MOXD1
DEAF1,MOXD1
E2F1,MOXD1
EMX1,MOXD1
FOS,MOXD1
JUN,MOXD1
KAT7,MOXD1
KLF10,MOXD1
KLF11,MOXD1
KLF3,MOXD1
MEF2C,MOXD1
MEIS2,MOXD1
NEUROD2,MOXD1
NEUROD6,MOXD1
NFIA,MOXD1
NFIB,MOXD1
NR2E1,MOXD1
NR4A2,MOXD1
PHF21A,MOXD1
POU2F1,MOXD1
POU3F1,MOXD1
POU3F2,MOXD1
RFX2,MOXD1
SATB2,MOXD1
SOX5,MOXD1
SOX6,MOXD1
SOX9,MOXD1
TBR1,MOXD1
TCF12,MOXD1
TCF3,MOXD1
TCF7L1,MOXD1
TFAP2C,MOXD1
VEZF1,MOXD1
ZBTB18,MOXD1
ZBTB20,MOXD1
ZNF148,MOXD1
ZNF219,MOXD1
ZNF281,MOXD1
ZNF441,MOXD1
ARX,MPC1
ATF7,MPC1
CTCF,MPC1
KLF11,MPC1
MEF2C,MPC1
MEIS2,MPC1
NR4A2,MPC1
POU2F1,MPC1
SOX2,MPC1
TBR1,MPC1
TCF7L1,MPC1
VEZF1,MPC1
ZNF219,MPC1
ZNF281,MPC1
ZNF441,MPC1
ARX,MPPED2
DEAF1,MPPED2
EMX1,MPPED2
JUN,MPPED2
KAT7,MPPED2
KLF10,MPPED2
KLF11,MPPED2
KLF3,MPPED2
MEF2C,MPPED2
MEIS2,MPPED2
NFIB,MPPED2
POU2F1,MPPED2
RFX2,MPPED2
SATB2,MPPED2
SOX2,MPPED2
SOX6,MPPED2
SOX9,MPPED2
TBR1,MPPED2
TCF7L1,MPPED2
TFAP2C,MPPED2
VEZF1,MPPED2
ZBTB18,MPPED2
ZBTB20,MPPED2
ZNF148,MPPED2
ZNF219,MPPED2
ZNF281,MPPED2
BHLHE22,MROH8
CTCF,MROH8
E2F1,MROH8
EMX1,MROH8
KLF3,MROH8
NFIB,MROH8
NR2E1,MROH8
PHF21A,MROH8
POU3F2,MROH8
SOX2,MROH8
TCF3,MROH8
ZNF148,MROH8
E2F1,MRS2
KLF3,MRS2
MEF2C,MRS2
ASCL1,MSANTD1
JUN,MSANTD1
KLF3,MSANTD1
SATB2,MSANTD1
ARX,MSH6
CTCF,MSH6
SOX9,MSH6
ZNF219,MSH6
ATF7,MSMO1
BHLHE22,MSMO1
CTCF,MSMO1
DEAF1,MSMO1
E2F1,MSMO1
EMX1,MSMO1
FOS,MSMO1
JUN,MSMO1
KAT7,MSMO1
KLF10,MSMO1
KLF11,MSMO1
KLF3,MSMO1
MEF2C,MSMO1
MEIS2,MSMO1
NEUROD6,MSMO1
NFIA,MSMO1
NFIB,MSMO1
NR2E1,MSMO1
NR4A2,MSMO1
PHF21A,MSMO1
POU2F1,MSMO1
POU3F2,MSMO1
RFX2,MSMO1
SATB2,MSMO1
SOX2,MSMO1
SOX5,MSMO1
SOX6,MSMO1
SOX9,MSMO1
TBR1,MSMO1
TCF3,MSMO1
TCF7L1,MSMO1
TFAP2C,MSMO1
VEZF1,MSMO1
ZBTB18,MSMO1
ZBTB20,MSMO1
ZNF148,MSMO1
ZNF219,MSMO1
ZNF281,MSMO1
ZNF441,MSMO1
NEUROD6,MT1F
VEZF1,MT1F
ZNF148,MT1F
ZNF441,MT1F
ARX,MT1X
ATF7,MT1X
DEAF1,MT1X
EMX1,MT1X
FOS,MT1X
KAT7,MT1X
KLF10,MT1X
KLF3,MT1X
MEF2C,MT1X
MEIS2,MT1X
NEUROD6,MT1X
NFIB,MT1X
NR2E1,MT1X
NR4A2,MT1X
POU2F1,MT1X
POU3F2,MT1X
RFX2,MT1X
SATB2,MT1X
SOX2,MT1X
SOX5,MT1X
SOX6,MT1X
SOX9,MT1X
TBR1,MT1X
TCF7L1,MT1X
VEZF1,MT1X
ZBTB18,MT1X
ZBTB20,MT1X
ZNF219,MT1X
ZNF281,MT1X
ZNF441,MT1X
ARX,MT2A
ASCL1,MT2A
ATF7,MT2A
BHLHE22,MT2A
DEAF1,MT2A
E2F1,MT2A
EMX1,MT2A
FOS,MT2A
JUN,MT2A
KLF10,MT2A
KLF11,MT2A
KLF3,MT2A
MEF2C,MT2A
MEIS2,MT2A
NEUROD2,MT2A
NEUROD6,MT2A
NFIA,MT2A
NFIB,MT2A
NR2E1,MT2A
NR4A2,MT2A
POU2F1,MT2A
POU3F2,MT2A
RFX2,MT2A
SATB2,MT2A
SOX2,MT2A
SOX5,MT2A
SOX6,MT2A
SOX9,MT2A
TBR1,MT2A
TCF3,MT2A
TCF7L1,MT2A
TFAP2C,MT2A
VEZF1,MT2A
ZBTB18,MT2A
ZBTB20,MT2A
ZNF219,MT2A
ZNF281,MT2A
ZNF441,MT2A
ARX,MT3
ATF7,MT3
BHLHE22,MT3
CTCF,MT3
DEAF1,MT3
E2F1,MT3
EMX1,MT3
FOS,MT3
JUN,MT3
KLF10,MT3
KLF3,MT3
MEF2C,MT3
MEIS2,MT3
NEUROD6,MT3
NFIA,MT3
NFIB,MT3
NR2E1,MT3
NR4A2,MT3
POU2F1,MT3
POU3F2,MT3
RFX2,MT3
SOX2,MT3
SOX5,MT3
TBR1,MT3
TCF7L1,MT3
VEZF1,MT3
ZBTB18,MT3
ZBTB20,MT3
ZNF219,MT3
ZNF441,MT3
ARX,MTA3
ATF7,MTA3
BHLHE22,MTA3
DEAF1,MTA3
E2F1,MTA3
EMX1,MTA3
JUN,MTA3
KAT7,MTA3
KLF10,MTA3
KLF11,MTA3
KLF3,MTA3
MEF2C,MTA3
MEIS2,MTA3
NEUROD2,MTA3
NEUROD6,MTA3
NFIA,MTA3
NFIB,MTA3
NR2E1,MTA3
NR4A2,MTA3
POU2F1,MTA3
POU3F2,MTA3
SATB2,MTA3
SOX2,MTA3
SOX5,MTA3
SOX9,MTA3
TBR1,MTA3
TCF7L1,MTA3
TFAP2C,MTA3
ZBTB18,MTA3
ZBTB20,MTA3
ZNF148,MTA3
ZNF219,MTA3
ZNF281,MTA3
ZNF441,MTA3
ARX,MTHFD2
CTCF,MTHFD2
E2F1,MTHFD2
FOS,MTHFD2
NEUROD2,MTHFD2
NR2E1,MTHFD2
POU2F1,MTHFD2
POU3F1,MTHFD2
RFX2,MTHFD2
SATB2,MTHFD2
SOX2,MTHFD2
TBR1,MTHFD2
ZBTB20,MTHFD2
ZNF219,MTHFD2
ATF7,MTUS1
CTCF,MTUS1
DEAF1,MTUS1
E2F1,MTUS1
EMX1,MTUS1
FOS,MTUS1
KLF10,MTUS1
KLF11,MTUS1
KLF3,MTUS1
MEF2C,MTUS1
MEIS2,MTUS1
NFIA,MTUS1
NFIB,MTUS1
NR4A2,MTUS1
POU2F1,MTUS1
POU3F1,MTUS1
POU3F2,MTUS1
SOX6,MTUS1
TBR1,MTUS1
TCF3,MTUS1
TCF7L1,MTUS1
TFAP2C,MTUS1
VEZF1,MTUS1
ZBTB18,MTUS1
ZBTB20,MTUS1
ZNF219,MTUS1
ZNF281,MTUS1
SOX5,MTUS2
VEZF1,MTUS2
ARX,MVD
ASCL1,MVD
ATF7,MVD
BHLHE22,MVD
CTCF,MVD
DEAF1,MVD
E2F1,MVD
EMX1,MVD
FOS,MVD
JUN,MVD
KAT7,MVD
KLF10,MVD
KLF11,MVD
KLF3,MVD
MEF2C,MVD
MEIS2,MVD
NEUROD6,MVD
NFIA,MVD
NFIB,MVD
NR2E1,MVD
NR4A2,MVD
POU2F1,MVD
POU3F2,MVD
RFX2,MVD
SATB2,MVD
SOX5,MVD
SOX6,MVD
SOX9,MVD
TBR1,MVD
TCF12,MVD
TCF3,MVD
TCF7L1,MVD
TFAP2C,MVD
VEZF1,MVD
ZBTB18,MVD
ZBTB20,MVD
ZNF148,MVD
ZNF219,MVD
ZNF281,MVD
ZNF441,MVD
NFIA,MXD1
ARX,MXD3
E2F1,MXD3
NEUROD2,MXD3
NR2E1,MXD3
PHF21A,MXD3
SOX2,MXD3
SOX9,MXD3
ZNF219,MXD3
ARX,MYB
ASCL1,MYB
DEAF1,MYB
NEUROD6,MYB
NR2E1,MYB
TCF12,MYB
ZNF219,MYB
ARX,MYBL1
SOX2,MYBL1
SOX9,MYBL1
TBR1,MYBL1
ZBTB20,MYBL1
ZNF148,MYBL1
ZNF219,MYBL1
ARX,MYBL2
ATF7,MYBL2
CTCF,MYBL2
DEAF1,MYBL2
E2F1,MYBL2
JUN,MYBL2
KLF10,MYBL2
KLF11,MYBL2
MEF2C,MYBL2
MEIS2,MYBL2
NFIA,MYBL2
NFIB,MYBL2
NR2E1,MYBL2
NR4A2,MYBL2
POU2F1,MYBL2
RFX2,MYBL2
SOX2,MYBL2
SOX6,MYBL2
SOX9,MYBL2
TCF3,MYBL2
TCF7L1,MYBL2
VEZF1,MYBL2
ZBTB18,MYBL2
ZBTB20,MYBL2
ZNF148,MYBL2
ZNF219,MYBL2
ZNF281,MYBL2
ARX,MYC
BHLHE22,MYC
CTCF,MYC
DEAF1,MYC
E2F1,MYC
EMX1,MYC
JUN,MYC
KLF10,MYC
NFIB,MYC
POU2F1,MYC
RFX2,MYC
SOX6,MYC
TBR1,MYC
TCF3,MYC
TCF7L1,MYC
VEZF1,MYC
ZNF219,MYC
ZNF281,MYC
NFIA,MYCL
ARX,MYCN
ASCL1,MYCN
FOS,MYCN
SOX6,MYCN
TBR1,MYCN
TCF12,MYCN
MEIS2,MYEF2
VEZF1,MYEF2
ZNF148,MYEF2
ARX,MYO16
ASCL1,MYO16
ATF7,MYO16
BHLHE22,MYO16
CTCF,MYO16
DEAF1,MYO16
E2F1,MYO16
EMX1,MYO16
FOS,MYO16
JUN,MYO16
KAT7,MYO16
KLF10,MYO16
KLF11,MYO16
KLF3,MYO16
MEF2C,MYO16
MEIS2,MYO16
NEUROD2,MYO16
NEUROD6,MYO16
NFIA,MYO16
NFIB,MYO16
NR2E1,MYO16
NR4A2,MYO16
PHF21A,MYO16
POU2F1,MYO16
POU3F1,MYO16
POU3F2,MYO16
RFX2,MYO16
SATB2,MYO16
SOX2,MYO16
SOX5,MYO16
SOX6,MYO16
SOX9,MYO16
TBR1,MYO16
TCF12,MYO16
TCF3,MYO16
TCF7L1,MYO16
TFAP2C,MYO16
VEZF1,MYO16
ZBTB18,MYO16
ZBTB20,MYO16
ZNF148,MYO16
ZNF219,MYO16
ZNF281,MYO16
ZNF441,MYO16
JUN,MYSM1
KLF11,MYSM1
KLF3,MYSM1
POU3F2,MYSM1
SOX6,MYSM1
TCF7L1,MYSM1
VEZF1,MYSM1
ZNF281,MYSM1
TCF12,MYT1
ARX,MYT1L
DEAF1,MYT1L
ZNF219,MYT1L
CTCF,MZF1
EMX1,MZF1
FOS,MZF1
KLF10,MZF1
KLF11,MZF1
NEUROD6,MZF1
NFIB,MZF1
NR2E1,MZF1
SATB2,MZF1
TBR1,MZF1
VEZF1,MZF1
ZNF148,MZF1
ARX,MZT1
ASCL1,MZT1
ATF7,MZT1
E2F1,MZT1
EMX1,MZT1
FOS,MZT1
JUN,MZT1
KLF10,MZT1
KLF11,MZT1
KLF3,MZT1
MEIS2,MZT1
NEUROD2,MZT1
NEUROD6,MZT1
NFIA,MZT1
NFIB,MZT1
NR2E1,MZT1
NR4A2,MZT1
RFX2,MZT1
SATB2,MZT1
SOX2,MZT1
SOX5,MZT1
SOX9,MZT1
TBR1,MZT1
TCF7L1,MZT1
TFAP2C,MZT1
VEZF1,MZT1
ZBTB20,MZT1
ZNF148,MZT1
ZNF219,MZT1
ZNF441,MZT1
ATF7,NAA10
JUN,NAA10
KLF11,NAA10
MEF2C,NAA10
ZNF148,NAA10
ARX,NASP
CTCF,NASP
MEF2C,NASP
NR2E1,NASP
NR4A2,NASP
RFX2,NASP
SOX9,NASP
ZNF148,NASP
ZNF219,NASP
JUN,NAV1
KLF11,NAV1
KLF3,NAV1
NEUROD6,NAV1
NFIB,NAV1
SOX9,NAV1
VEZF1,NAV1
ZBTB20,NAV1
ZNF219,NAV1
ZNF281,NAV1
ASCL1,NAV2
ATF7,NAV2
BHLHE22,NAV2
DEAF1,NAV2
E2F1,NAV2
EMX1,NAV2
FOS,NAV2
JUN,NAV2
KAT7,NAV2
KLF10,NAV2
KLF11,NAV2
KLF3,NAV2
MEF2C,NAV2
MEIS2,NAV2
NEUROD2,NAV2
NEUROD6,NAV2
NFIA,NAV2
NFIB,NAV2
NR2E1,NAV2
NR4A2,NAV2
POU2F1,NAV2
POU3F1,NAV2
RFX2,NAV2
SOX5,NAV2
SOX6,NAV2
SOX9,NAV2
TBR1,NAV2
TCF12,NAV2
TCF7L1,NAV2
TFAP2C,NAV2
VEZF1,NAV2
ZBTB18,NAV2
ZNF219,NAV2
ZNF281,NAV2
ZNF441,NAV2
ARX,NCALD
ASCL1,NCALD
ATF7,NCALD
BHLHE22,NCALD
CTCF,NCALD
DEAF1,NCALD
E2F1,NCALD
EMX1,NCALD
FOS,NCALD
JUN,NCALD
KAT7,NCALD
KLF10,NCALD
KLF11,NCALD
KLF3,NCALD
MEF2C,NCALD
MEIS2,NCALD
NEUROD2,NCALD
NEUROD6,NCALD
NFIA,NCALD
NFIB,NCALD
NR2E1,NCALD
NR4A2,NCALD
POU2F1,NCALD
POU3F1,NCALD
RFX2,NCALD
SATB2,NCALD
SOX5,NCALD
SOX6,NCALD
TBR1,NCALD
TCF12,NCALD
TCF3,NCALD
TCF7L1,NCALD
TFAP2C,NCALD
VEZF1,NCALD
ZBTB18,NCALD
ZBTB20,NCALD
ZNF148,NCALD
ZNF219,NCALD
ZNF281,NCALD
ZNF441,NCALD
ARX,NCAPD2
BHLHE22,NCAPD2
E2F1,NCAPD2
JUN,NCAPD2
KLF11,NCAPD2
MEF2C,NCAPD2
MEIS2,NCAPD2
NEUROD2,NCAPD2
NEUROD6,NCAPD2
NFIB,NCAPD2
NR2E1,NCAPD2
POU2F1,NCAPD2
POU3F2,NCAPD2
SOX2,NCAPD2
SOX9,NCAPD2
TBR1,NCAPD2
TCF7L1,NCAPD2
TFAP2C,NCAPD2
VEZF1,NCAPD2
ZBTB20,NCAPD2
ZNF219,NCAPD2
ZNF281,NCAPD2
ARX,NCAPG
DEAF1,NCAPG
E2F1,NCAPG
MEF2C,NCAPG
NEUROD2,NCAPG
NR2E1,NCAPG
SOX2,NCAPG
SOX9,NCAPG
TCF12,NCAPG
ZBTB20,NCAPG
ZNF148,NCAPG
ZNF219,NCAPG
ZNF281,NCAPG
ARX,NCAPH
DEAF1,NCAPH
E2F1,NCAPH
JUN,NCAPH
KLF10,NCAPH
MEF2C,NCAPH
NEUROD2,NCAPH
NFIA,NCAPH
NFIB,NCAPH
NR2E1,NCAPH
NR4A2,NCAPH
RFX2,NCAPH
SOX2,NCAPH
SOX9,NCAPH
TBR1,NCAPH
TCF7L1,NCAPH
TFAP2C,NCAPH
VEZF1,NCAPH
ZBTB20,NCAPH
ZNF148,NCAPH
ZNF219,NCAPH
ZNF281,NCAPH
ARX,NCKAP5
ATF7,NCKAP5
BHLHE22,NCKAP5
CTCF,NCKAP5
DEAF1,NCKAP5
E2F1,NCKAP5
EMX1,NCKAP5
FOS,NCKAP5
JUN,NCKAP5
KLF10,NCKAP5
KLF3,NCKAP5
MEF2C,NCKAP5
MEIS2,NCKAP5
NEUROD2,NCKAP5
NEUROD6,NCKAP5
NFIA,NCKAP5
NFIB,NCKAP5
NR2E1,NCKAP5
NR4A2,NCKAP5
PHF21A,NCKAP5
POU2F1,NCKAP5
POU3F2,NCKAP5
RFX2,NCKAP5
SATB2,NCKAP5
SOX5,NCKAP5
SOX9,NCKAP5
TBR1,NCKAP5
TCF3,NCKAP5
TCF7L1,NCKAP5
TFAP2C,NCKAP5
VEZF1,NCKAP5
ZBTB18,NCKAP5
ZBTB20,NCKAP5
ZNF148,NCKAP5
ZNF441,NCKAP5
ARX,NCL
JUN,NCL
KLF3,NCL
MEF2C,NCL
MEIS2,NCL
NR2E1,NCL
RFX2,NCL
SOX9,NCL
TCF7L1,NCL
VEZF1,NCL
ZNF148,NCL
ZNF219,NCL
KLF3,NCOA1
VEZF1,NCOA1
ARX,NDC80
E2F1,NDC80
NEUROD2,NDC80
NR2E1,NDC80
SOX2,NDC80
SOX9,NDC80
TCF7L1,NDC80
TFAP2C,NDC80
ZNF148,NDC80
ZNF219,NDC80
ARX,NDE1
ASCL1,NDE1
BHLHE22,NDE1
CTCF,NDE1
DEAF1,NDE1
E2F1,NDE1
EMX1,NDE1
FOS,NDE1
JUN,NDE1
KLF10,NDE1
MEF2C,NDE1
MEIS2,NDE1
NEUROD2,NDE1
NFIA,NDE1
NFIB,NDE1
NR2E1,NDE1
NR4A2,NDE1
POU2F1,NDE1
POU3F2,NDE1
RFX2,NDE1
SOX2,NDE1
SOX6,NDE1
SOX9,NDE1
TBR1,NDE1
TCF7L1,NDE1
TFAP2C,NDE1
VEZF1,NDE1
ZBTB18,NDE1
ZBTB20,NDE1
ZNF219,NDE1
ZNF281,NDE1
ZNF441,NDE1
ATF7,NDP
BHLHE22,NDP
E2F1,NDP
KLF11,NDP
KLF3,NDP
MEIS2,NDP
NFIB,NDP
NR2E1,NDP
NR4A2,NDP
POU2F1,NDP
POU3F2,NDP
SOX2,NDP
SOX5,NDP
TBR1,NDP
TCF3,NDP
TCF7L1,NDP
VEZF1,NDP
CTCF,NDRG1
TCF12,NDRG1
POU3F1,NDUFA4L2
ZNF219,NDUFA4L2
SOX2,NDUFB11
ARX,NEAT1
ASCL1,NEAT1
ATF7,NEAT1
BHLHE22,NEAT1
DEAF1,NEAT1
E2F1,NEAT1
EMX1,NEAT1
FOS,NEAT1
KLF10,NEAT1
KLF11,NEAT1
KLF3,NEAT1
MEF2C,NEAT1
MEIS2,NEAT1
NEUROD6,NEAT1
NFIB,NEAT1
NR2E1,NEAT1
NR4A2,NEAT1
POU2F1,NEAT1
POU3F2,NEAT1
RFX2,NEAT1
SOX5,NEAT1
SOX6,NEAT1
SOX9,NEAT1
TBR1,NEAT1
TCF3,NEAT1
TCF7L1,NEAT1
TFAP2C,NEAT1
VEZF1,NEAT1
ZBTB18,NEAT1
ZBTB20,NEAT1
ZNF148,NEAT1
ZNF219,NEAT1
ZNF281,NEAT1
ZNF441,NEAT1
ARX,NECAB1
E2F1,NECAB1
KLF10,NECAB1
NEUROD2,NECAB1
NFIA,NECAB1
RFX2,NECAB1
TFAP2C,NECAB1
ZBTB18,NECAB1
ZNF148,NECAB1
ZNF281,NECAB1
ARX,NECTIN3
ASCL1,NECTIN3
ATF7,NECTIN3
BHLHE22,NECTIN3
CTCF,NECTIN3
DEAF1,NECTIN3
E2F1,NECTIN3
EMX1,NECTIN3
FOS,NECTIN3
JUN,NECTIN3
KAT7,NECTIN3
KLF10,NECTIN3
KLF11,NECTIN3
KLF3,NECTIN3
MEF2C,NECTIN3
MEIS2,NECTIN3
NEUROD2,NECTIN3
NEUROD6,NECTIN3
NFIA,NECTIN3
NFIB,NECTIN3
NR2E1,NECTIN3
NR4A2,NECTIN3
POU2F1,NECTIN3
POU3F2,NECTIN3
RFX2,NECTIN3
SATB2,NECTIN3
SOX2,NECTIN3
SOX5,NECTIN3
SOX6,NECTIN3
SOX9,NECTIN3
TBR1,NECTIN3
TCF3,NECTIN3
TCF7L1,NECTIN3
TFAP2C,NECTIN3
VEZF1,NECTIN3
ZBTB18,NECTIN3
ZBTB20,NECTIN3
ZNF148,NECTIN3
ZNF219,NECTIN3
ZNF281,NECTIN3
ZNF441,NECTIN3
BHLHE22,NEFL
NR4A2,NEFL
SOX5,NEFL
SOX9,NEFL
TFAP2C,NEFL
VEZF1,NEFL
ZNF219,NEFL
ARX,NEFM
BHLHE22,NEFM
ARX,NEGR1
ASCL1,NEGR1
ATF7,NEGR1
BHLHE22,NEGR1
CTCF,NEGR1
DEAF1,NEGR1
E2F1,NEGR1
EMX1,NEGR1
JUN,NEGR1
KAT7,NEGR1
KLF10,NEGR1
KLF11,NEGR1
KLF3,NEGR1
MEF2C,NEGR1
NEUROD2,NEGR1
NEUROD6,NEGR1
NFIA,NEGR1
NFIB,NEGR1
NR2E1,NEGR1
NR4A2,NEGR1
POU2F1,NEGR1
POU3F2,NEGR1
RFX2,NEGR1
SATB2,NEGR1
SOX2,NEGR1
SOX5,NEGR1
SOX6,NEGR1
SOX9,NEGR1
TBR1,NEGR1
TCF3,NEGR1
TCF7L1,NEGR1
TFAP2C,NEGR1
VEZF1,NEGR1
ZBTB18,NEGR1
ZBTB20,NEGR1
ZNF148,NEGR1
ZNF219,NEGR1
ZNF281,NEGR1
ZNF441,NEGR1
ARX,NEK2
E2F1,NEK2
MEIS2,NEK2
NEUROD2,NEK2
NFIB,NEK2
NR2E1,NEK2
NR4A2,NEK2
SOX2,NEK2
TCF7L1,NEK2
TFAP2C,NEK2
VEZF1,NEK2
ZNF219,NEK2
ARX,NELL1
BHLHE22,NELL1
CTCF,NELL1
DEAF1,NELL1
JUN,NELL1
KLF10,NELL1
MEF2C,NELL1
NFIA,NELL1
NR2E1,NELL1
NR4A2,NELL1
POU2F1,NELL1
SOX5,NELL1
SOX6,NELL1
SOX9,NELL1
TFAP2C,NELL1
VEZF1,NELL1
ZBTB18,NELL1
ZBTB20,NELL1
ZNF148,NELL1
ARX,NELL2
BHLHE22,NELL2
MEF2C,NELL2
NR2E1,NELL2
POU2F1,NELL2
ARX,NES
ASCL1,NES
ATF7,NES
BHLHE22,NES
CTCF,NES
DEAF1,NES
E2F1,NES
EMX1,NES
FOS,NES
JUN,NES
KAT7,NES
KLF10,NES
KLF11,NES
KLF3,NES
MEF2C,NES
