gene,ko_gene,log2fc,padj
SERINC2,GLI3,-0.4097697033402681,1.0
ANXA6,GLI3,-0.7235700627068149,1.0
FBXW11,GLI3,0.16852427023008487,1.0
TSC1,GLI3,0.35137644266273615,1.0
PPIB,GLI3,-0.14050575152040334,1.0
FBXO42,GLI3,0.3211460945626601,1.0
MIEF2,GLI3,0.3811400709528703,1.0
SRSF11,GLI3,0.13129041403568564,1.0
ADAM23,GLI3,0.39330921848100453,1.0
EIF3A,GLI3,-0.1377501501433891,1.0
STRBP,GLI3,0.2018297962234868,1.0
C1GALT1,GLI3,-0.5071773199332701,1.0
RBBP6,GLI3,0.1680695817616567,1.0
ELOVL4,GLI3,0.2540399492509151,1.0
MEGF10,GLI3,-0.723967036198339,1.0
EPB41L3,GLI3,-0.6648384855118983,1.0
ZNF322,GLI3,0.1368185094740299,1.0
GABRA3,GLI3,0.4716754355361883,1.0
TNIK,GLI3,0.3123283788596125,1.0
SCOC,GLI3,0.15082161921913773,1.0
NORAD,GLI3,0.13901806351353752,1.0
RASA4,GLI3,0.3984881083396692,1.0
SAFB,GLI3,0.22464131993730518,1.0
RNF150,GLI3,0.48186119089639146,1.0
USP25,GLI3,0.5347952905494102,1.0
OTUD6B-AS1,GLI3,0.16456837133944144,1.0
ZNF91,GLI3,0.1561189643194567,1.0
B3GAT3,GLI3,0.272508451009697,1.0
APPBP2,GLI3,0.29714199763970695,1.0
RALGAPA2,GLI3,0.34760150839610304,1.0
TIMP2,GLI3,0.21026836035800978,1.0
TMEM136,GLI3,0.3913705234315201,1.0
XRN1,GLI3,0.2359436429566032,1.0
ELAVL4,GLI3,0.13313028807827076,1.0
HIGD2A,GLI3,-0.3287903323718775,1.0
MDM1,GLI3,-0.5467511289303566,1.0
CCDC138,GLI3,-0.6367798045667454,1.0
PIAS2,GLI3,0.2738514392883672,1.0
NDUFS5,GLI3,-0.10315585275218764,1.0
ILF2,GLI3,-0.17287871588843773,1.0
TMEM245,GLI3,0.36850272891703206,1.0
CLIP1,GLI3,0.27922486604822805,1.0
ATAD1,GLI3,0.19661448495233674,1.0
NDRG2,GLI3,0.39502215937568796,1.0
ATP5F1B,GLI3,-0.11929461599096891,1.0
SPIRE2,GLI3,0.5638149322839063,1.0
TSPO,GLI3,-0.4186870048681317,1.0
PSMB5,GLI3,-0.1709568031434162,1.0
DHCR7,GLI3,-0.35446093227571246,1.0
GALE,GLI3,0.37189798699236354,1.0
MRPS12,GLI3,-0.3290684520635485,1.0
PHC3,GLI3,0.32004330573596196,1.0
ZNF805,GLI3,0.46632497331378575,1.0
TAF5,GLI3,0.4771707651819299,1.0
ATP7A,GLI3,0.3744073225361584,1.0
GUSB,GLI3,-0.6765917206756358,1.0
MMP16,GLI3,0.27743366562973293,1.0
KCTD16,GLI3,0.4717288153675412,1.0
NF1,GLI3,0.17946107334028524,1.0
METTL4,GLI3,0.48616562279970443,1.0
LRRN1,GLI3,-0.5110214192296014,1.0
BRD2,GLI3,0.16519493284824505,1.0
YPEL5,GLI3,0.25102012729674256,1.0
MAPK6,GLI3,0.14462931113893077,1.0
SNRPN,GLI3,0.14498343684450532,1.0
DIP2C,GLI3,0.270172447914804,1.0
YWHAH,GLI3,0.11484530545035998,1.0
TMCC1,GLI3,0.26968812329209024,1.0
PLEKHM2,GLI3,0.2993128461426142,1.0
RSRC2,GLI3,0.1105652981132752,1.0
ZSWIM6,GLI3,0.3104326211109928,1.0
LEPROT,GLI3,0.20613550613184894,1.0
CTDNEP1,GLI3,0.17365509877326207,1.0
KIFC2,GLI3,0.6306256668572843,1.0
TCF7L1,GLI3,-0.898147184927566,1.0
ACTR8,GLI3,0.28326471803340847,1.0
CNOT4,GLI3,0.20534809176581376,1.0
MEIS1,GLI3,0.2659010680985223,1.0
ZMIZ1,GLI3,0.23469582276314793,1.0
RHOC,GLI3,-0.43072483009994256,1.0
CUL4B,GLI3,0.21092922822615512,1.0
EIF4G3,GLI3,0.20770674822308813,1.0
ABHD3,GLI3,0.3314730080285604,1.0
CDC40,GLI3,0.22370676054149666,1.0
BMPR2,GLI3,0.23754865258643373,1.0
SEC63,GLI3,0.17151200890905913,1.0
NRN1,GLI3,-0.5888172087275867,1.0
ECI1,GLI3,-0.4738235951421361,1.0
YPEL2,GLI3,0.5359736918663072,1.0
ZFP90,GLI3,0.2748586521702503,1.0
ATP6V0A1,GLI3,0.2507657770399159,1.0
FKBP1A,GLI3,-0.24308483492357946,1.0
SMC3,GLI3,0.16266561021646697,1.0
ZNF84,GLI3,0.23517872869915635,1.0
DUSP14,GLI3,-0.6764946836059464,1.0
PHF2,GLI3,0.3629558419997623,1.0
KCNB1,GLI3,0.4351673813405381,1.0
TMEM59L,GLI3,0.177973044971532,1.0
ARMCX3,GLI3,0.180187178824587,1.0
SNAPC2,GLI3,-0.5703706653190399,1.0
PSD,GLI3,0.3685367071527734,1.0
PLK2,GLI3,0.2938090940603815,1.0
SNRPD2,GLI3,-0.14582007426915977,1.0
SCAPER,GLI3,0.23852167250433554,1.0
PHPT1,GLI3,-0.1563853724130948,1.0
TRIOBP,GLI3,-0.5229015998321507,1.0
PPP2R2C,GLI3,0.46699258147060974,1.0
HES6,GLI3,-0.5549846551272665,1.0
G3BP2,GLI3,0.13741608420720897,1.0
TMBIM6,GLI3,-0.14095538022195564,1.0
DNM1,GLI3,0.20802310495308873,1.0
RPS27L,GLI3,-0.2626128559066143,1.0
TTC9,GLI3,0.4414037048067203,1.0
STOX2,GLI3,0.23952835161342123,1.0
GDPD1,GLI3,0.3222102862938261,1.0
SRSF5,GLI3,-0.18881386270628098,1.0
EZH1,GLI3,0.3609315171260814,1.0
CBR4,GLI3,0.2896898837298185,1.0
DUSP4,GLI3,0.23454820292304301,1.0
MYO9A,GLI3,0.27683375496971785,1.0
SQSTM1,GLI3,0.16145371222648885,1.0
PXDN,GLI3,0.410011223296028,1.0
FAM161B,GLI3,0.37478428847700673,1.0
SV2A,GLI3,0.1539889210517311,1.0
AFAP1,GLI3,0.3618457281907792,1.0
FASTKD3,GLI3,0.4484046149460972,1.0
KIAA1328,GLI3,0.3204676199293679,1.0
GAS7,GLI3,0.5016006545038165,1.0
ONECUT2,GLI3,-0.383779479127068,1.0
ZNF428,GLI3,0.1351373941129861,1.0
PLCB4,GLI3,0.35297794525757276,1.0
UNC79,GLI3,0.3768394516189675,1.0
MPHOSPH8,GLI3,0.1910156638149283,1.0
C6orf89,GLI3,0.3445400660790443,1.0
ZSCAN30,GLI3,0.40223189367219536,1.0
PIAS1,GLI3,0.2018142991707238,1.0
GPR155,GLI3,0.47636585651833907,1.0
MTURN,GLI3,0.22319668181143204,1.0
PLEKHG1,GLI3,-0.6956484057090009,1.0
ZNF148,GLI3,0.18322391291153753,1.0
SCAMP1,GLI3,0.2005651589343362,1.0
ATXN3,GLI3,0.31580604704762183,1.0
SELENOW,GLI3,0.10008043579514214,1.0
KLF12,GLI3,0.24782984336751634,1.0
FRAT2,GLI3,0.4363413954715689,1.0
AC245060.5,GLI3,0.2266418103533081,1.0
OSBPL8,GLI3,0.13632193366238787,1.0
STRADB,GLI3,0.4140247484988415,1.0
TPM3,GLI3,-0.20498935725263667,1.0
RASGRP1,GLI3,-0.6029813979721212,1.0
SEC22B,GLI3,0.2688031922826506,1.0
CALU,GLI3,-0.2720867800985171,1.0
VSTM2L,GLI3,0.34746144695219927,1.0
ARPC3,GLI3,-0.13005242503958048,1.0
REEP2,GLI3,0.22087963944097744,1.0
MIAT,GLI3,0.10075301307773421,1.0
SNRNP40,GLI3,-0.31360401446893404,1.0
RPRD2,GLI3,0.2218304909119887,1.0
BHLHB9,GLI3,0.36616311016112624,1.0
RBM25,GLI3,0.1418571103645898,1.0
FBXO16,GLI3,0.40700604026832643,1.0
XKR4,GLI3,0.3489381887534173,1.0
ASH1L,GLI3,0.1844567826703013,1.0
FGD5-AS1,GLI3,0.2449262336231752,1.0
ZNRF1,GLI3,0.21241859507085958,1.0
PPP1CA,GLI3,-0.3355933682438559,1.0
IGSF1,GLI3,0.4761957120390137,1.0
EXOC5,GLI3,0.23904925702767915,1.0
AP1S1,GLI3,0.15874512685561626,1.0
PLPPR4,GLI3,0.5770368686005596,1.0
ATP1A3,GLI3,0.17347589596812907,1.0
SLC35E2B,GLI3,0.40621785833263413,1.0
LINC00662,GLI3,0.2247707082947401,1.0
CEP19,GLI3,0.21920027756166371,1.0
DMTF1,GLI3,0.3485677355692478,1.0
NOTCH3,GLI3,-0.5837106679407156,1.0
THSD7A,GLI3,-0.9005614847355976,1.0
ESD,GLI3,-0.18659191055027846,1.0
DYNC1LI2,GLI3,0.13073014212656564,1.0
ZNF682,GLI3,0.28082937681629705,1.0
ANKZF1,GLI3,0.30570343430854363,1.0
GRINA,GLI3,0.19722897978379972,1.0
GAA,GLI3,-0.49061378710894177,1.0
STARD3,GLI3,-0.38544749894203356,1.0
SLC4A8,GLI3,0.19615832884215267,1.0
ARMCX5,GLI3,0.2904378296885899,1.0
METTL23,GLI3,0.29910381891769044,1.0
HCN3,GLI3,0.3181023127021183,1.0
WDTC1,GLI3,0.3641699945439325,1.0
CYC1,GLI3,-0.1867070348203927,1.0
PPP3CA,GLI3,0.10965565332697015,1.0
LONRF2,GLI3,0.3038250571314701,1.0
TTC5,GLI3,0.2139648162173049,1.0
CDC42BPA,GLI3,0.14696181230979055,1.0
TACC1,GLI3,0.3077569457709306,1.0
RPL22L1,GLI3,-0.31208729470107605,1.0
EFNB2,GLI3,-0.25644591417929663,1.0
ZFYVE9,GLI3,0.3179059695059845,1.0
TCF20,GLI3,0.2639127911854484,1.0
KRBOX4,GLI3,0.272386422068712,1.0
DCTD,GLI3,-0.3893573804697428,1.0
RAB6B,GLI3,0.20520400685452977,1.0
ZNF681,GLI3,0.6123604800414806,1.0
AR,GLI3,0.2615549104874013,1.0
GTF2A2,GLI3,-0.15256366503534757,1.0
TMEM42,GLI3,0.24141327845349236,1.0
EIF3I,GLI3,-0.15512464337368714,1.0
TMEM94,GLI3,0.47518224180401214,1.0
FASN,GLI3,-0.3260870626845384,1.0
DMD,GLI3,-0.27037221852380644,1.0
PHC1,GLI3,0.24006355683909586,1.0
TSC22D2,GLI3,0.24078386671130092,1.0
ABI1,GLI3,0.34552269627622056,1.0
MFF,GLI3,0.1550838028124056,1.0
CACNA2D2,GLI3,0.5199150507037444,1.0
B2M,GLI3,-0.3213417552368302,1.0
CTIF,GLI3,0.2537296433452456,1.0
GABRB2,GLI3,0.4125889477509028,1.0
ZBTB4,GLI3,0.36591259450353775,1.0
ZMAT1,GLI3,0.3079249266385964,1.0
MRM3,GLI3,-0.6230900693230739,1.0
RNPC3,GLI3,0.29872924190411454,1.0
ANKRD13D,GLI3,0.20497170729238934,1.0
TMEM145,GLI3,0.438805352157702,1.0
ZDBF2,GLI3,0.23459497820218322,1.0
ADGRG1,GLI3,0.18273666243633252,1.0
HGS,GLI3,0.17221864355789762,1.0
MGST1,GLI3,-0.5878573297884162,1.0
HMBOX1,GLI3,0.21887042137649204,1.0
TMEM120A,GLI3,-0.6334286128593916,1.0
HYAL2,GLI3,-0.25164441069650945,1.0
TMTC1,GLI3,0.44994144648318013,1.0
BRI3,GLI3,-0.1470030783634768,1.0
FTL,GLI3,0.10941801801609374,1.0
GLI4,GLI3,0.4111123873610467,1.0
NBDY,GLI3,0.1026903844027236,1.0
MMP15,GLI3,0.2576832391014501,1.0
ENOPH1,GLI3,0.210841646941887,1.0
AP1S2,GLI3,0.12266326864687982,1.0
SLC25A28,GLI3,0.28905318429375626,1.0
ADH5,GLI3,-0.15660249450197639,1.0
MEX3A,GLI3,0.10382266048580391,1.0
NFKBIE,GLI3,0.29117692292624975,1.0
SNRPA,GLI3,-0.2696048921129275,1.0
FNDC3A,GLI3,0.1369449793977518,1.0
TTYH3,GLI3,0.20390107896690668,1.0
STAU1,GLI3,0.16597503836883032,1.0
AC091271.1,GLI3,0.25372487047864256,1.0
ZNF626,GLI3,0.32294639322944363,1.0
SNRPD1,GLI3,-0.17944656117685476,1.0
SLC17A5,GLI3,0.42561682064824335,1.0
PITRM1,GLI3,0.44209013568989386,1.0
RASA1,GLI3,0.20043545191934298,1.0
GATAD2A,GLI3,-0.38888492646752915,1.0
BSN,GLI3,0.37582128341086873,1.0
DLG2,GLI3,0.2427840640792862,1.0
TMEM11,GLI3,-0.2685967796244887,1.0
PITPNC1,GLI3,0.3684845980932405,1.0
CCSER2,GLI3,0.16257456684021204,1.0
PHTF2,GLI3,0.3169332741246269,1.0
SEH1L,GLI3,-0.5997510079064692,1.0
CACFD1,GLI3,0.14237812730967514,1.0
EBNA1BP2,GLI3,-0.3317210325568464,1.0
DHRS4-AS1,GLI3,0.37389162371856677,1.0
KIAA1549L,GLI3,0.40100910785109223,1.0
FGD6,GLI3,0.48847832631425137,1.0
BORCS8,GLI3,0.3871235148550458,1.0
ATP9A,GLI3,0.20862409061975584,1.0
RBM38,GLI3,-0.5353307875385283,1.0
HAP1,GLI3,0.254819452680521,1.0
TSR3,GLI3,-0.3178528925778016,1.0
ANKRD28,GLI3,0.17475606290761636,1.0
TNRC6A,GLI3,0.16108055842919966,1.0
ADD2,GLI3,0.1938877983630436,1.0
DYRK3,GLI3,-0.6387687217174762,1.0
CC2D1A,GLI3,0.3079594969074142,1.0
RAB14,GLI3,0.12058978909898532,1.0
CXorf57,GLI3,0.34820973801198685,1.0
LIX1,GLI3,0.36271674202100634,1.0
TRIO,GLI3,0.28411016655605814,1.0
PRKCA,GLI3,0.2694221028687622,1.0
CHMP1A,GLI3,-0.38833036636793317,1.0
PANK3,GLI3,0.10890345014028077,1.0
CENPU,GLI3,-0.7479113129892665,1.0
MARK1,GLI3,0.20365360170442237,1.0
CFDP1,GLI3,0.1075523436198107,1.0
PICK1,GLI3,0.3777345539385668,1.0
SMARCA5,GLI3,0.133201449227206,1.0
CRB2,GLI3,-0.6859524129804226,1.0
CNTN1,GLI3,0.22182515612743403,1.0
PMVK,GLI3,-0.28461669060306105,1.0
NUP93,GLI3,0.28483439506644603,1.0
DCAF17,GLI3,0.2994392033430997,1.0
PAIP1,GLI3,0.1220582215055668,1.0
DCXR,GLI3,-0.27469165705066595,1.0
TCF7L2,GLI3,-0.5326993823347976,1.0
SGSM2,GLI3,0.3452375260108336,1.0
ZNF449,GLI3,0.45012061658275826,1.0
NDUFB2,GLI3,-0.12538597034004173,1.0
GRIPAP1,GLI3,0.1562881200832525,1.0
TRPS1,GLI3,0.31420276512867784,1.0
ARPP21,GLI3,0.2405557602697036,1.0
ZNF836,GLI3,0.40094368915783596,1.0
GART,GLI3,0.13745234168609732,1.0
DDX46,GLI3,0.15271961954833613,1.0
THY1,GLI3,0.236453150782364,1.0
MRPL10,GLI3,-0.3082093932251708,1.0
AKAP5,GLI3,0.31947271891920437,1.0
RABEP1,GLI3,0.12669523552158213,1.0
HOMER3,GLI3,-0.33952981676116356,1.0
LRIG2,GLI3,0.3041854720715682,1.0
CCDC59,GLI3,-0.188065793941991,1.0
LEF1,GLI3,-0.5917082080777121,1.0
TPM4,GLI3,0.14071354561813473,1.0
MAP2K2,GLI3,-0.13580030790315079,1.0
TET3,GLI3,0.3146630571777713,1.0
VCL,GLI3,-0.3269314623029249,1.0
RTRAF,GLI3,-0.1459575322240314,1.0
FAM207A,GLI3,-0.4699001261557565,1.0
VGF,GLI3,0.4517047724157175,1.0
REST,GLI3,-0.2741480675671294,1.0
ATP6V0D1,GLI3,0.19085734646371622,1.0
ODC1,GLI3,-0.15997277911276453,1.0
WWP1,GLI3,0.24990714166819372,1.0
C12orf49,GLI3,0.2659462753793307,1.0
DPF1,GLI3,0.20991261000794115,1.0
AES,GLI3,0.1270110410213552,1.0
ARHGEF6,GLI3,0.5594046212967454,1.0
HMBS,GLI3,-0.6067355012392333,1.0
ZNF71,GLI3,0.31770198859000254,1.0
SNRNP25,GLI3,-0.35087547686769693,1.0
NIFK,GLI3,-0.2921378033002293,1.0
AC092835.1,GLI3,0.366096814292602,1.0
RNF13,GLI3,0.29574591011581597,1.0
PSMA3-AS1,GLI3,0.17167895035979386,1.0
KSR1,GLI3,0.3282943656938193,1.0
PYCR1,GLI3,-0.4062305855921562,1.0
KLHL13,GLI3,0.2259429009101599,1.0
EIF4A1,GLI3,-0.1813002484340408,1.0
TXN,GLI3,-0.11966843393908255,1.0
PSD3,GLI3,0.21714400799303052,1.0
CACNB4,GLI3,0.3033879779988341,1.0
ANKRD46,GLI3,0.19908567149692452,1.0
ZNF281,GLI3,0.14719423016649677,1.0
CHMP5,GLI3,0.1532085076275419,1.0
SYT13,GLI3,0.3047729999692328,1.0
LHFPL4,GLI3,0.6015762005646925,1.0
MINOS1,GLI3,-0.2792441907221885,1.0
PCCA,GLI3,-0.4043788808119877,1.0
SENP6,GLI3,0.16011682198360394,1.0
SPRED1,GLI3,0.20029898890645237,1.0
PCDH17,GLI3,0.20008416776073523,1.0
EPHA7,GLI3,-0.3497194586401644,1.0
AC103736.1,GLI3,0.3442098131454667,1.0
JMY,GLI3,0.3117249108546878,1.0
PSMD13,GLI3,0.14696364934192926,1.0
HMGCR,GLI3,0.1131015394316135,1.0
MANEAL,GLI3,0.32323062008023373,1.0
FAM171B,GLI3,0.22820723503367635,1.0
TECPR2,GLI3,0.4055101368508751,1.0
FBXO3,GLI3,0.300940070481283,1.0
MAN1A2,GLI3,0.15566523055299408,1.0
ANP32E,GLI3,-0.23756896081068407,1.0
BIRC5,GLI3,-0.28478064624069743,1.0
NSD1,GLI3,0.24460216794769074,1.0
KBTBD7,GLI3,0.2703666395440727,1.0
CBX1,GLI3,0.11455232387217174,1.0
ZMYND11,GLI3,0.17665901020179997,1.0
DDAH1,GLI3,0.35611393683355774,1.0
CDC14B,GLI3,0.4512343411531372,1.0
KCNK10,GLI3,0.23171464468515302,1.0
OSER1-DT,GLI3,0.3723152482724521,1.0
NSUN6,GLI3,0.3166527375150202,1.0
ZNF791,GLI3,0.2530501790384652,1.0
EPHB2,GLI3,0.28007885007041977,1.0
RAB13,GLI3,-0.5347484216303677,1.0
FBL,GLI3,-0.26699071389059287,1.0
STYX,GLI3,0.49040963119017755,1.0
RPS6KL1,GLI3,0.2558861914574617,1.0
ZBTB44,GLI3,0.2369057904743851,1.0
RCAN3,GLI3,0.3245715779151366,1.0
STXBP5L,GLI3,0.31333013171296775,1.0
PLXNB2,GLI3,-0.44349022073487676,1.0
ACLY,GLI3,-0.2813859639253756,1.0
NEK1,GLI3,0.31135120289674556,1.0
ZCCHC8,GLI3,0.2918568137266575,1.0
RNMT,GLI3,0.1422716428434021,1.0
ELOVL6,GLI3,0.20163262778646884,1.0
E2F5,GLI3,-0.47504552673620015,1.0
PPP3CC,GLI3,0.42536182205803996,1.0
SIN3B,GLI3,0.31510296008232586,1.0
NUCB2,GLI3,0.18919885067464343,1.0
MFSD8,GLI3,0.34630448100949196,1.0
WNT4,GLI3,0.3807299226561933,1.0
AQR,GLI3,0.28768186935245754,1.0
RBM3,GLI3,-0.28307411702827306,1.0
MRPL42,GLI3,0.10697351579131859,1.0
GFPT1,GLI3,0.19594454762985003,1.0
MYCN,GLI3,-0.3663946397649822,1.0
FGF14,GLI3,0.25691213280818825,1.0
OCEL1,GLI3,0.38540966677887134,1.0
PHACTR4,GLI3,0.16222863156108916,1.0
KHDRBS1,GLI3,0.11046230191134465,1.0
R3HDM2,GLI3,0.17257797531939081,1.0
CACNA1A,GLI3,0.2909921119811234,1.0
DNAJC12,GLI3,0.25997411807221504,1.0
AL391069.3,GLI3,-0.5445865859417283,1.0
MICU1,GLI3,0.19189524078595194,1.0
TMEM123,GLI3,0.25767104554993925,1.0
C1orf61,GLI3,-0.2752462790495276,1.0
LRCH2,GLI3,0.26352860901977504,1.0
ARL6IP1,GLI3,0.18998068784533234,1.0
AC120042.3,GLI3,0.3032404650464344,1.0
PCDHB14,GLI3,0.32983482920029816,1.0
PAXBP1-AS1,GLI3,0.39390225353815556,1.0
ZNF616,GLI3,0.43049227940355994,1.0
UNC13A,GLI3,0.392461820191623,1.0
PPP2R3A,GLI3,0.21959637492882522,1.0
NIP7,GLI3,-0.4181601406234632,1.0
MFGE8,GLI3,-0.5151244349755224,1.0
SMS,GLI3,-0.1467318103783749,1.0
ARMCX4,GLI3,0.5120178594455691,1.0
CHRDL1,GLI3,0.3770585879759041,1.0
ACTL6A,GLI3,-0.39326819139865243,1.0
FBXO44,GLI3,0.4244566436176913,1.0
ADAM9,GLI3,0.34942055186248266,1.0
SOS2,GLI3,0.25090676950407786,1.0
EFNB3,GLI3,0.28782727375951644,1.0
DVL3,GLI3,0.22118563532609947,1.0
FARSB,GLI3,0.2884644179061526,1.0
USP1,GLI3,-0.34825656503670993,1.0
RBM8A,GLI3,-0.17953269217121381,1.0
ZFP1,GLI3,0.2066125337079907,1.0
TMEM91,GLI3,0.5089785980509078,1.0
NNT-AS1,GLI3,0.3212022181802797,1.0
GPATCH4,GLI3,-0.45339957755046667,1.0
HLA-A,GLI3,-0.32968230085988737,1.0
ARHGAP33,GLI3,0.24654191030299533,1.0
ECHS1,GLI3,-0.2327040652758308,1.0
CALY,GLI3,0.18207929757284066,1.0
IBTK,GLI3,0.22173591542338433,1.0
DGKI,GLI3,0.3463293322481049,1.0
GNG4,GLI3,0.13064850010950213,1.0
BUD13,GLI3,0.3870377340218272,1.0
KIF5B,GLI3,-0.12031034639214666,1.0
USP48,GLI3,0.23616128178884094,1.0
HSDL1,GLI3,0.17867567311135418,1.0
POLR2E,GLI3,-0.2565082695089965,1.0
HSPE1,GLI3,-0.17468722261442382,1.0
HINT3,GLI3,0.24849474444034647,1.0
TRAPPC2,GLI3,0.2601164442295901,1.0
HMGN3,GLI3,-0.26859713653455086,1.0
MAGI1,GLI3,0.18612873633544808,1.0
NKAPD1,GLI3,0.18631273956443795,1.0
GBA2,GLI3,0.3249781352926129,1.0
TRAPPC2L,GLI3,-0.2628284429669093,1.0
PATJ,GLI3,0.5372468067475729,1.0
CLIP3,GLI3,0.17182568868974685,1.0
CPNE1,GLI3,-0.26653053193968945,1.0
ERC2,GLI3,0.42708993665499784,1.0
ANKRA2,GLI3,0.3402712732822115,1.0
EFCAB7,GLI3,0.30683458884953274,1.0
CCDC90B,GLI3,0.17402580068021775,1.0
RNF10,GLI3,0.15874443091745805,1.0
POTEI,GLI3,0.48644248276739566,1.0
C2orf80,GLI3,0.4403001505498736,1.0
WASF1,GLI3,0.20516083793160103,1.0
ELMOD1,GLI3,0.45331610701131875,1.0
KCNT2,GLI3,-0.672737274874347,1.0
UCP2,GLI3,-0.6685556631061007,1.0
CENPN,GLI3,-0.5087840090147773,1.0
BLZF1,GLI3,0.236113854173305,1.0
RNF11,GLI3,0.20535275644482398,1.0
P4HB,GLI3,-0.19948794280176516,1.0
GTF3C6,GLI3,-0.2200227742187282,1.0
FBXL20,GLI3,0.45927543504523327,1.0
ENO1,GLI3,-0.16091249057934154,1.0
SRRM3,GLI3,0.46174654494062906,1.0
TIAM1,GLI3,0.48184660065771645,1.0
ARMH4,GLI3,0.27700258453052073,1.0
FZD5,GLI3,0.8218861886109741,1.0
BRWD1,GLI3,0.2256558255008983,1.0
PRRC2B,GLI3,0.1504351887383224,1.0
CEP57,GLI3,0.2395134365364886,1.0
SNRPB,GLI3,-0.32868083461575626,1.0
FAM133B,GLI3,0.1749261795273196,1.0
AC245297.3,GLI3,0.36601821533106804,1.0
TMEM35A,GLI3,0.1737258121469577,1.0
EMC10,GLI3,0.32902407729627914,1.0
LMO4,GLI3,0.21926434515076232,1.0
SEMA5A,GLI3,0.6660475008004898,1.0
MT-ND4L,GLI3,0.193755171008688,1.0
ZFPM2,GLI3,-0.9651149684323497,1.0
CALM2,GLI3,0.1004156487483483,1.0
PDGFD,GLI3,0.680566203720125,1.0
MYL12A,GLI3,-0.4895759581119352,1.0
FOXJ3,GLI3,0.2908550204335204,1.0
ST6GAL2,GLI3,0.7204685691200108,1.0
RBM41,GLI3,0.2843345538958288,1.0
TYW3,GLI3,-0.5217232042126145,1.0
RTN3,GLI3,0.1217032399960134,1.0
CLIP4,GLI3,0.7163226461795413,1.0
ZCCHC12,GLI3,0.37066454200948695,1.0
JMJD1C,GLI3,0.21869411700271152,1.0
LY6H,GLI3,0.18455944490512022,1.0
CLCN3,GLI3,0.21601705938490737,1.0
ZNF720,GLI3,0.3054207987006132,1.0
NSD2,GLI3,0.22761797309658333,1.0
SH3BP5,GLI3,0.24344033529770528,1.0
SNRPE,GLI3,-0.21241259228094922,1.0
MCM3,GLI3,-0.6105695755835996,1.0
MCM7,GLI3,-0.5435599460836091,1.0
ANAPC7,GLI3,-0.511411299794301,1.0
BSDC1,GLI3,0.31783366079263503,1.0
SRSF7,GLI3,-0.2576312332106483,1.0
AMER2,GLI3,0.22263867360612974,1.0
GNAI2,GLI3,-0.2958805702488789,1.0
PID1,GLI3,0.3644246282840189,1.0
SYT1,GLI3,0.16004605649156778,1.0
CHGB,GLI3,0.42538053919245494,1.0
H2AFZ,GLI3,-0.1934940744012157,1.0
ARHGEF9,GLI3,0.1781582639003606,1.0
EEF2,GLI3,-0.11782940126550079,1.0
GNPTAB,GLI3,0.31772841284134096,1.0
PJA2,GLI3,0.13816335096569787,1.0
MRFAP1,GLI3,0.1317645151656659,1.0
LINC00882,GLI3,0.5721411458459067,1.0
CLVS2,GLI3,0.377302745815709,1.0
STIM2,GLI3,0.4071987692260379,1.0
UBQLN2,GLI3,0.3175418449412709,1.0
DST,GLI3,0.2306553103386083,1.0
KLHL8,GLI3,0.3569245197484927,1.0
AC008124.1,GLI3,0.3710821283407353,1.0
CES2,GLI3,0.29949841934768906,1.0
WLS,GLI3,0.49003392904917575,1.0
SOX3,GLI3,-0.5493739938983573,1.0
RPL22,GLI3,-0.13014557057807652,1.0
TMF1,GLI3,0.2664411555862815,1.0
XKR6,GLI3,0.45268854547570525,1.0
TM2D3,GLI3,0.2456558702900557,1.0
SYNE2,GLI3,-0.3764325067215375,1.0
TSHZ2,GLI3,0.2183646524130523,1.0
ABHD5,GLI3,0.3572791714023349,1.0
EZR,GLI3,-0.23314393645718845,1.0
TTI1,GLI3,0.6178743225810392,1.0
ZNF8,GLI3,0.5271489904089433,1.0
PIK3C3,GLI3,0.3387501849693808,1.0
DDX6,GLI3,0.19759519917170865,1.0
COL4A6,GLI3,-1.018103313102745,1.0
MVB12B,GLI3,0.44575026872159884,1.0
SOX1,GLI3,0.3367204458264439,1.0
SLC35F1,GLI3,0.31450102681996117,1.0
TBR1,GLI3,-0.9477546078019405,1.0
POLI,GLI3,0.35873300454717927,1.0
CACNG2,GLI3,0.5211468979038205,1.0
CDON,GLI3,-0.6838084514086984,1.0
LDOC1,GLI3,0.3294927810356636,1.0
TENM1,GLI3,0.44858304424202333,1.0
PRMT2,GLI3,0.18085821637438748,1.0
ATCAY,GLI3,0.18651470232408923,1.0
RPL23A,GLI3,-0.1417136704570634,1.0
DHCR24,GLI3,-0.3857520038794755,1.0
BASP1,GLI3,0.10366171147450753,1.0
MCTP1,GLI3,0.7603963056603065,1.0
SGIP1,GLI3,0.3771279217486646,1.0
GDAP1L1,GLI3,0.15226684892069525,1.0
RAB3IP,GLI3,0.3385942214613801,1.0
H1FX,GLI3,0.1470261462582645,1.0
SOX5,GLI3,-0.6390593202429397,1.0
GABBR1,GLI3,0.3648370555371412,1.0
GDI1,GLI3,0.1814074742249272,1.0
APOC1,GLI3,0.8302327707871853,1.0
KLC1,GLI3,0.13964124661446964,1.0
FGF13,GLI3,0.18358126855436932,1.0
RORB,GLI3,0.36436247602704785,1.0
BCAN,GLI3,0.49146073427700476,1.0
GOLGA8B,GLI3,0.2987295636352352,1.0
APBB2,GLI3,0.33337499398938664,1.0
